"","LoF","Missense","fisher_combine"
"RARS",1,0.509968249412887,0.851389150283438
"C16orf74",1,0.873360261729097,0.991619474627188
"CIB1",1,0.334420201189742,0.700729705939351
"ALDH3A1",0.790426842818286,0.31786792038129,0.55410033486127
"AMTN",0.124948635472415,0.134443327367082,0.0628472143081937
"ATP5F1C",1,1,1
"CEP95",0.453012582262561,0.722499089584621,0.619839523065857
"LCMT2",1,0.412818292381875,0.754666257751139
"CCDC142",1,0.967932450289911,0.999475562442758
"CCDC185",1,0.0972438350070782,0.315252687865194
"C16orf89",0.580882465162443,1,0.869112029033744
"KRTAP5-8",1,0.278747868286657,0.631202199379276
"KRT13",1,0.919376968670984,0.999172196723612
"COL23A1",0.371285249062221,0.300715541973482,0.121916000933122
"CCL1",1,0.800884839740239,0.978006908644283
"MXD1",1,0.656100487727125,0.893409662525142
"ZDHHC6",0.374914345456448,0.234776163147907,0.250407597106704
"ATP6V0A4",0.624948586120971,0.37368598935025,0.614893514302745
"ENOX2",1,0.549455837283506,0.824346736432477
"WFDC10B",1,0.882811565257394,0.99284829215045
"GCLM",1,1,1
"COPS9",1,0.638681611987231,0.924122051597874
"SCG3",1,0.827930152400264,0.996000852521403
"HABP2",0.53707434079426,0.379496581721994,0.405719609837337
"AC007846.2",1,1,1
"OR8B12",1,0.133834157013977,0.402995241136647
"IRAK1",1,0.723267145267601,0.95758879724903
"C9orf135",1,0.953349192461436,0.995414137168621
"TPTE2",0.292978101258782,0.160807719242982,0.350654273086955
"CYP2D6",1,1,1
"MRPL39",0.726487526564926,1,0.940035201950496
"SKA1",0.580882465162443,0.231976154028492,0.551192712213062
"APOD",1,0.966670341991685,0.99943829121206
"TGIF2LX",1,1,1
"QRFP",1,0.171308892961126,0.44836044769792
"COL19A1",1,0.969096556822344,1
"SEPT10",1,0.444843261013408,0.80306895096462
"LCNL1",0.0537056104354659,0.115774099412687,0.165020091312494
"TCEA3",0.624948586120971,0.730334021199062,0.888283495682899
"BAAT",0.49996572290589,0.89025421758673,0.846549830033886
"THAP7",1,0.35882562947393,0.72659273443149
"HMGN1",1,0.882811565257394,0.99284829215045
"SLC23A3",1,0.153591144055378,0.396803560273256
"NSL1",1,0.324274290488397,0.729380568429388
"NUDT11",1,1,1
"NEK7",1,0.120528991471031,0.375552061413959
"THBS4",0.753821907775359,0.56535953326589,0.755822767157106
"HS6ST3",1,0.372142898051528,0.739997728920042
"OR2L3",0.607050407799402,0.769882665087805,0.764515822237694
"POFUT1",1,0.889231382302189,0.993625194523608
"SLCO1C1",0.22638608576044,0.141237339640975,0.0855491645965948
"GUCA1B",1,0.955352423101022,0.998975752570895
"TRIM55",0.343581477453416,0.634715494055384,0.454922014470475
"APCS",1,0.685590147948299,0.964379018864237
"AMIGO3",1,1,1
"HIST1H2AG",1,1,1
"CSAG1",1,1,1
"TGOLN2",1,1,1
"IFNA16",1,1,1
"IL17RD",1,0.264979924647283,0.61500203639436
"SLC7A13",0.503148561794898,0.431074337995976,0.639771546716547
"SLC6A7",1,0.714055585826906,0.954212189010043
"FNDC7",1,0.52628305321686,0.862926867960793
"GOLT1B",1,0.347981936309311,0.715313306476171
"ACSS2",0.624948586120971,0.290657182001677,0.437594893181454
"SLC13A5",1,0.914931050687847,0.984630044351865
"SLC35G5",1,0.575427605014738,0.873178212666966
"PTPN2",1,0.549760359297462,0.877350406262259
"LAMC3",0.803511708884093,0.1270679056188,0.355472113143725
"TRIT1",0.814415017239319,0.35160860138824,0.691937749884748
"CFAP299",1,0.492429060938492,0.841268204580233
"METTL6",1,0.748932362157805,0.910115250290789
"MOCS2",1,0.179020710011315,0.451931624045542
"C8A",1,0.519463642940954,0.858000206438294
"CRKL",1,0.438424206747015,0.799934922189116
"COL6A1",1,1,0.999472387920631
"THOC6",1,0.719527319635561,0.930963770681946
"CLEC2L",1,0.855387068476223,0.986226927183834
"DIRC1",1,0.593596948450974,0.903190243377776
"RPS19BP1",1,0.288305952066531,0.646881587154759
"IFNAR2",1,0.748615526231826,0.964975406442397
"RAB1A",1,0.718859573973728,0.956147389980256
"C1orf100",0.49996572290589,0.16544995217644,0.236141151643103
"MCEE",0.109254824845677,1,0.266176327645736
"OR2G2",1,0.40543709275288,0.771461464275103
"TTC14",1,0.426188111416922,0.762249831740175
"NAF1",1,0.477589654160176,0.830530022494695
"EIF5A",1,0.343581477453416,0.710640220025029
"UEVLD",0.22638608576044,0.376601155237266,0.426598033652674
"UIMC1",0.49996572290589,0.0973342935880989,0.218395014028726
"COMMD5",1,1,1
"OXLD1",1,0.619364135568714,0.916077904443032
"NUDT9",1,0.51286498623754,0.854362037734363
"NELL2",1,1,1
"KLK2",0.624948586120971,0.648812281478481,0.820512433393787
"MYOC",0.267532561670667,0.834330106720931,0.406809112377146
"CCNG2",1,0.790966486423963,0.976447874957758
"UCN2",0.49996572290589,1,0.846549830033886
"ZFP37",1,0.138032120360299,0.382861063808372
"HIST1H1B",1,0.559178976730816,0.88422171071436
"OR4L1",1,0.0659977168213448,0.245388429490456
"DMRT1",1,0.780584185494174,0.973944789064843
"ZNF223",0.49996572290589,0.431461287064524,0.587237525087985
"HAGHL",1,1,1
"SLAMF9",0.179552779063125,0.214907009206341,0.108519438421746
"DCAF8L2",1,0.761260486107617,0.968916881862407
"MAGEB17",1,0.838687197175577,1
"VEGFD",1,0.0704612430497481,0.257373251513289
"OR4K1",1,0.844880919877187,0.987293696918403
"GGA1",1,0.092534839287669,0.312783493676778
"HEXB",1,0.52008574052581,0.835912037319776
"STYX",1,0.470147813199317,0.824972193673508
"IL1RN",1,0.85989663828248,0.988999555738357
"GPR18",1,0.283201954914415,0.640488129257467
"ZBTB8A",1,0.294827379533992,0.690331763319865
"TCP10L",1,0.283201954914415,0.673583377893922
"TAF1L",1,0.739295942420374,0.962605438300536
"GNAT3",0.262847494783438,0.778539765091601,0.614059397527189
"KDSR",1,0.46068329374836,0.81773333319841
"TMEM165",1,0.336137478377652,0.702606335852823
"CEP78",1,0.591107832202486,0.900134739949457
"TAF7",1,0.387982587038524,0.755322490360276
"TTYH2",0.49996572290589,0.594273772817723,0.611278380755682
"HOXA5",1,1,1
"DEFB118",1,0.806866108675594,0.980017588204652
"GIMAP6",0.49996572290589,0.153728259818669,0.247066859004867
"CHCHD7",1,0.774321289231259,1
"LIPM",1,0.775557000941384,0.982366064993772
"CXorf21",1,0.748932362157805,0.965453653810556
"DUSP19",1,0.921671074089565,0.996848900331366
"VSTM2L",1,0.910711233494637,0.995889517364099
"NAGPA",0.249948605513182,0.298808932640728,0.210414411278839
"CEACAM4",0.495819551418516,0.63239569810958,0.804109245364755
"ANAPC4",0.249948605513182,0.498737918792673,0.493011621521069
"RUNDC3B",1,0.409252544974023,0.837880616406925
"STN1",1,0.105264032450025,0.342243210834093
"AHSA1",1,0.571932358551706,0.891490726894201
"ANXA6",1,0.505522511755601,0.849339089565874
"TMEM170A",1,0.616707897091408,0.914799697747478
"IMMP1L",0.726487526564926,0.185492362167138,0.342198276245165
"TMEM168",1,0.494649831955114,0.868008418628274
"ERCC6",0.301506990661404,0.57048303128843,0.42475536664143
"CLEC14A",1,0.117392484941678,0.368874468063666
"RIPPLY1",1,0.285913946405238,0.643896620200696
"C19orf70",1,0.0928849202470169,0.313616084510766
"GAMT",1,0.659978667436558,0.932608342840944
"ARR3",1,0.717934478813275,0.955841430510026
"ZPBP",1,0.273324053537903,0.591985259786358
"PON3",0.537663598878247,0.429123113122008,0.682211047000045
"EFNA4",1,0.321216295917327,0.632853556826447
"RBM19",1,0.0476690099750171,0.17621979246339
"ABRAXAS1",1,0.897514593771615,0.994559165444498
"MAP7D3",1,0.67394595203421,0.919976687275923
"COG6",0.374914345456448,0.639012562378216,0.500068629645232
"KLHL14",1,0.225993955907823,0.609156876699987
"PADI3",1,0.104419024846573,0.351625809546527
"GALK1",0.288927677347483,0.863774577560336,0.647654177534831
"SLC1A1",0.624948586120971,0.507018112752964,0.621611012995044
"RRP1",0.753821907775359,0.805542771463077,0.932052378009103
"CNR2",0.624948586120971,0.818740661876681,0.889040908168973
"CLDN6",1,0.695430049181083,0.94802752377106
"COL9A3",0.124948635472415,0.580679945560771,0.239413468044868
"HLA-DOB",1,0.726487526564926,0.958624966694423
"UTS2",1,0.698292519412905,0.949061361026295
"WFDC10A",1,0.745811931425154,0.963694511060921
"ELAC2",0.285913946405238,0.900259514208626,0.605000554291353
"ACADSB",1,0.381530319275372,0.773451452394239
"KRT4",1,0.159632057682353,0.452538326536666
"C1S",1,0.683390512915897,0.94354964195725
"NUTF2",1,1,1
"LGALS7B",1,1,1
"RPL39",1,1,1
"KCNE3",1,1,1
"SAA2",1,0.951564640889514,0.998807597486446
"ZFP62",0.49996572290589,0.49996572290589,0.846549830033886
"HIST1H4E",0.49996572290589,0.49996572290589,0.846549830033886
"FOSL1",1,0.53707434079426,0.824155773211494
"JAML",0.790966486423963,0.634843474340707,0.894972248946982
"CHCHD4",0.624948586120971,0.643489224907253,0.87548539403725
"SLC2A10",0.49996572290589,0.117210613284673,0.196191677544147
"HOXD12",1,0.593016846909732,0.927468551740586
"C14orf119",0.624948586120971,1,0.88732473832531
"MEIG1",1,0.382965117097471,0.726738444325174
"SPACA4",1,0.754893411657374,0.967153372099745
"SH3BGRL2",1,0.89547602331333,0.976447874957758
"ZMAT3",1,0.877438258307884,0.992162158522981
"POLR1D",1,0.454247288412378,0.812699974704968
"MRPL4",0.49996572290589,0.034341470549843,0.109028982932487
"EIF3C",1,1,1
"NDUFS4",0.49996572290589,1,0.758828023492244
"NPM3",1,0.794436346672919,0.977253956285505
"SLC2A12",1,0.44802195592686,0.807744626100042
"CEMP1",1,1,0.988999555738357
"OR14I1",1,1,1
"NRL",1,0.344463717105107,0.711581612264415
"ZNF79",1,1,1
"FAM57A",1,1,1
"ZNF527",1,0.77217104065123,0.971815244123005
"ZNF836",1,0.752160880224987,0.966085630948711
"OPRPN",0.507677603335609,1,0.817193975267819
"TRAPPC13",1,0.259770946290253,0.609930495329918
"SPATA25",1,0.894967593752655,0.998584035267532
"ADAD2",0.624948586120971,0.624948586120971,0.91872810145408
"ATP7B",0.0766536499285318,0.156370723744162,0.0418317202148947
"GCSAML",1,0.587793076362227,0.900134739949457
"ANKHD1",1,0.553706027706484,0.881013492817253
"TMEM210",1,0.800393316116683,0.978602510336295
"TFAP4",1,1,1
"CENPH",1,1,1
"SDHC",1,1,1
"SSH3",1,0.376742535420205,0.704959462707995
"SERTAD1",1,0.877438258307884,0.992162158522981
"TMEM268",0.753821907775359,0.0723600582572294,0.251819042937263
"COA7",1,0.616094838634366,0.876014434823485
"CHRNA10",0.49996572290589,0.721598641895055,0.77176550117924
"RNF208",1,0.570558665672592,0.890721546202043
"ODF4",1,1,1
"ALG10",1,0.0811480947659377,0.309859151771016
"GNL2",1,0.308254761981265,0.638337351893832
"AP4B1",1,0.440491906489978,0.800179884282091
"MOGAT3",1,1,1
"MTUS2",1,0.305680272815231,0.667977295680823
"EFCAB7",1,0.909423519243875,0.992370481797782
"TAF1D",1,0.910828591180779,1
"WSB1",1,0.689811669516756,0.945964031853187
"ZMYM5",0.201870729351615,0.893157661390001,0.397016266366512
"SLC25A35",1,1,1
"C10orf82",1,0.877794796449667,0.992208702988871
"RAD9B",0.624948586120971,0.635858622735838,0.809642627093643
"OR10A7",1,0.0044720745398151,0.0286655634506557
"PACSIN3",1,0.128119794337142,0.386908147871024
"C20orf27",1,0.711607189265687,0.916077904443032
"OTOS",1,0.149215772908573,0.433078171222582
"SYCE1L",1,0.623721998185032,0.885032190321641
"MIER2",1,0.260113354996489,0.610391821293247
"DCK",1,0.341302104554965,0.70819751766987
"GDPGP1",1,0.896156049782905,0.994391264203123
"ARSE",1,0.946805786723338,0.998559411918341
"ZNF766",1,0.348447920148744,0.712409051166805
"CDH1",1,0.407973580411878,0.77374346096593
"AL137804.1",1,0.14583085856042,0.426600152674828
"C11orf65",1,0.635552515392753,0.932914279819252
"ATP13A4",1,0.587132432130929,0.898626543405438
"MRPL44",1,0.462792330162033,0.819363109909967
"IGFL2",1,0.748597403304278,0.963694511060921
"CHMP4C",1,0.715666507918137,0.953716748416904
"CDC42EP3",1,0.446089030437982,0.806188479349388
"MASTL",0.753821907775359,0.648066166663489,0.806295389819669
"CLDN7",1,0.276612399420321,0.63209751425181
"GABRP",1,0.643216031235607,0.938680689080883
"MUM1L1",1,0.233958636820531,0.573809513337129
"ZNF627",0.774321289231259,0.255328342080961,0.579646279131248
"SLC18A1",0.507677603335609,0.442485125724603,0.490833399868958
"KRTAP20-2",1,0.532130948189437,0.792025050333475
"CDH19",0.548673561199024,0.931437601712068,0.878015755442931
"TCP11L2",1,0.542840858420576,0.867028603751068
"TPGS2",1,0.728034773259295,0.959117718099623
"DNAAF1",0.0520257152083319,0.975931850449728,0.1751473143279
"DNMT3A",1,0.929844789676003,1
"OR4N2",1,0.571215788713826,0.891089905488972
"ARSD",1,0.907326433262417,0.981132087908285
"GREB1",1,0.111704045591785,0.356592327324905
"SLURP2",1,0.913959110564582,0.996187504795414
"TP53INP1",1,0.897211071366473,0.994336426273365
"GPR83",1,0.331739051348296,0.695267224894141
"EDN3",1,0.730334021199062,0.959843887387064
"ATF5",1,0.531247645243138,0.867276119890436
"ZNF10",1,0.459414523381239,0.816748230971239
"SLITRK6",1,1,1
"SCNN1A",1,0.367156066934556,0.704306605938193
"ABHD5",0.288927677347483,1,0.615231723311195
"SP6",1,0.390807588129143,0.757986926848403
"ZNF57",1,0.755567113383079,0.96699967658098
"PCDHGB4",0.687435734853583,0.687435734853583,0.945077663757844
"C10orf99",1,0.891723282800286,1
"ITIH5",0.22638608576044,0.858051161372612,0.46764152402714
"SPINK8",1,0.374914345456448,0.91872810145408
"FIGN",1,1,1
"SNCA",1,0.507677603335609,0.851836653204519
"ARL13B",0.49996572290589,0.144322328487511,0.299535381395083
"TUBGCP3",1,0.0144507387854688,0.0725552036093654
"GPR160",1,0.37589657687739,0.743689287761345
"ZDHHC24",1,0.584275316709306,0.787763807103303
"C5AR1",1,1,0.997951301772576
"CGN",0.540920051756053,0.139688483112488,0.297512481965482
"RLN2",1,0.267849345225998,0.649796327914619
"ARRDC4",1,0.308254761981265,0.640018892846172
"MNAT1",1,0.850410650994555,0.949972233466967
"TMEM14C",1,1,1
"SMIM29",0.124910182969341,1,0.28440817798069
"S100A13",1,0.667354539450199,0.937255292396583
"RALB",0.503148561794898,1,0.604052524125075
"PRRC1",1,0.803060709999525,0.961878665350131
"SNX18",1,1,1
"CD55",0.624948586120971,1,0.899584834290577
"MS4A10",1,0.951735621734883,0.995149434431463
"CCP110",1,0.533036813564351,0.843651811856464
"IL36RN",0.49996572290589,0.424354294396768,0.473475612649581
"IDO1",1,0.451161696431149,0.807744626100042
"MRPS36",1,1,1
"TCTN2",1,0.968213467626388,1
"PXDN",1,0.362470289269854,0.751814066498602
"ARF4",1,1,1
"SLC34A1",1,0.0132897017517968,0.0678207938347976
"SLC30A7",1,0.36913192253179,0.733167575905258
"SNAI2",1,0.607169854537894,0.910115250290789
"ANKRD16",1,0.429071220760275,0.784312768418843
"RBP7",1,0.906063340469786,0.995442921984893
"SSMEM1",0.374914345456448,0.473704821170427,0.352450699559282
"PTTG2",1,1,1
"MT1F",1,0.776131146968995,0.949939989149229
"NDUFB4",1,0.103268312617327,0.261496663361269
"GIP",1,0.469320038774038,0.871295795579243
"RASAL2",1,0.124699024120425,0.38088803941513
"ZNF654",1,0.93037153770513,0.997517632879757
"ATP6V0E2",0.507677603335609,0.931389985318911,0.851836653204519
"CCDC14",0.423956360176555,0.0930410773273489,0.108886464966933
"MAB21L3",1,0.593176820895787,0.93090398548101
"SMYD2",0.624948586120971,0.0697599696809759,0.230886956914044
"HIGD2B",1,1,1
"DEK",1,0.693424516858851,0.947296169961461
"FRA10AC1",1,0.366731361845229,0.775895172433025
"POU5F2",0.124948635472415,0.65109455497434,0.384823372622846
"UBE2K",1,1,1
"FAM49B",1,1,1
"MIB2",1,0.166864818225664,0.488258572455442
"C3orf22",1,1,1
"MAGEB1",1,1,1
"RTL3",1,0.663727686532654,0.935778597097146
"CAT",1,0.387090856781485,0.78810509761155
"RNF7",1,1,1
"ZNF141",1,0.152106651176861,0.438549843289381
"CNGB1",0.301506990661404,0.739918158856024,0.612205966207967
"CPLX4",1,0.754893411657374,0.991767363642606
"FOXP3",1,0.855387068476223,0.988999555738357
"LYSMD2",1,0.229212388164353,0.529457763982943
"GPR150",1,1,1
"RPP40",1,0.567919120124793,0.865981778020779
"C16orf87",1,1,1
"MRPL40",1,0.817091834531972,0.982147478511839
"L3MBTL1",0.237594075308389,0.399215556889227,0.409645942080496
"ZNF66",1,1,1
"OR8G1",0.0795431093310475,0.0795431093310475,0.280903002522145
"BUB1B-PAK6",1,0.961750333839716,0.999258972166042
"BATF3",1,1,1
"TAS2R31",1,0.721962892067474,0.957165073018806
"FAM20B",1,1,0.995442921984893
"IL15",1,1,1
"ACTRT3",1,0.484063712979587,0.835270690604767
"TMEM14B",1,0.267231420135659,0.568265220096292
"KRTAP10-5",1,0.229111293153274,0.566717642844591
"SLFN5",1,0.756169908558302,0.96699967658098
"PRSS27",1,0.612045919081133,0.912528619441699
"GNG7",1,0.109254824845677,0.351152904280573
"DGKG",1,1,1
"HIBADH",1,1,1
"PSMG1",1,1,1
"AZGP1",1,1,1
"MRPL22",1,0.524893047738184,0.858794301177963
"RPAP2",0.753821907775359,0.66059504009104,0.778013830979899
"ILK",0.49996572290589,0.749882716930478,0.679065580790803
"HMGN4",1,0.819424500169726,0.98261535927348
"ADORA3",1,1,1
"FRRS1",0.726487526564926,0.434566668876204,0.61276383728071
"RHOXF1",1,0.504056397908672,0.849368861006946
"SYPL1",1,0.659978667436558,0.93423132866037
"IFT88",1,0.832165464470686,0.991598810398662
"ASCL3",0.607169854537894,0.36177919954125,0.367375061439494
"CORT",0.49996572290589,0.85989663828248,0.65159721156121
"CDKN2AIPNL",0.49996572290589,0.814415017239319,0.563757021228685
"TGM3",1,0.644316847496147,0.94210861683849
"GPR37L1",1,0.898719084874954,0.98786223922967
"ARHGEF38",0.809506755868886,0.953039759476202,0.980579948244315
"DSC1",1,1,0.999239076100035
"CD69",1,0.608170335627745,0.910613613196834
"CHRNE",1,1,1
"GABRA6",0.624948586120971,0.13258847827548,0.241032228473005
"CASQ2",1,0.600481677605005,0.927709870098261
"TAS2R10",1,0.178619050978937,0.475700561678817
"ST20",1,0.154513668905132,0.443063729630544
"C8orf59",1,1,1
"TMEM156",1,0.344913231268188,0.712060396233908
"PRTFDC1",0.115071260231668,0.748366015974985,0.151888797227983
"SLC7A3",1,0.781698654171524,0.974220061886443
"CD101",0.249948605513182,0.158446501602693,0.188399569414663
"AKR1B1",1,0.909705996279082,0.995683813025963
"BTNL8",0.343581477453416,0.271631549988748,0.387312185597521
"IFIT1",1,0.36913192253179,0.716644881814859
"CTNNBIP1",1,0.765639293615802,0.970098762115723
"GATB",0.249948605513182,0.862460750434713,0.491899042934594
"KRAS",0.0624572285219894,0.0199299483633549,0.0447010016429814
"CKLF",1,0.580882465162443,0.878015755442931
"KCNAB3",0.358967824226956,1,0.587131530315712
"PIWIL2",1,0.808656855160391,0.980271807054351
"RAB32",1,0.715666507918137,0.955086291125239
"UFSP2",1,0.863774577560336,0.997554652856053
"C5orf34",0.332021653173746,0.773485809787657,0.495339911584565
"CCDC138",1,0.646458054930155,0.927643392388074
"CD302",1,1,1
"OR5T3",1,0.531447609891848,0.887974339434233
"RBM22",1,1,1
"CREG2",1,0.667354539450199,0.937255292396583
"S100A7",1,0.674608232186874,0.94014965182639
"ALDH3B1",1,1,1
"OR2Z1",0.49996572290589,0.780584185494174,0.804760179174205
"LIN54",1,0.935880252678708,0.9978989274198
"TNFRSF13B",0.823682194776963,0.907602077262167,0.948091823595198
"FCRL3",0.821669537789283,0.287955234644098,0.591657885090547
"ATG10",1,0.787313752601074,0.975582862749885
"KRTAP19-2",1,0.118675433989365,0.371615857970748
"PITHD1",1,0.454247288412378,0.812699974704968
"FAM71F1",1,0.209105335201234,0.471327285463081
"HEPACAM2",0.647388622161677,0.104317079074058,0.187671061836409
"PNPLA2",1,0.391380944189526,0.758525197386717
"ZNF678",1,0.552377948162065,0.911165058051234
"CD34",1,1,1
"METTL23",1,0.642651101892666,0.926801414939103
"KLRG1",1,1,0.995794943129517
"GNAI3",0.49996572290589,0.65109455497434,0.553190978108135
"SERPINF1",1,0.601985185991863,0.907506177612026
"TMEM45B",0.624948586120971,0.339766456852991,0.483329010717718
"PAFAH2",0.179552779063125,0.5597851018166,0.239377018451261
"RGMA",0.503148561794898,0.552377948162065,0.448898550803306
"GOSR1",1,0.193417276637742,0.429014612047017
"TAF1A",1,0.161627590987025,0.454368482165302
"KRTAP6-3",1,0.135389116456905,0.406113505445043
"GPR149",1,1,1
"TMLHE",0.624948586120971,0.323394686582673,0.665917698102163
"GPATCH3",1,1,1
"SLC4A2",1,0.189668952993866,0.536073995897878
"VIPR2",1,0.344913231268188,0.705089751056761
"EEF2KMT",0.774321289231259,0.966616524789675,0.97236819806837
"TMEM56",1,0.262847494783438,0.614059397527189
"DAPP1",1,0.710794039247136,0.949972233466967
"TRAPPC2B",1,0.65109455497434,0.930479489983243
"KPNA2",1,0.614903973263878,0.913925112609374
"ZSCAN16",0.726487526564926,0.504012942943223,0.784989916547257
"EVC",0.726487526564926,0.27886059070349,0.554673848342779
"MINDY1",0.831685118366498,0.729664509272479,0.872275526866784
"PAH",0.132025041594617,1,0.302364540395973
"GPR17",1,0.662590008974354,0.948420474343369
"SDHAF4",1,1,1
"LRRC1",1,0.111118685520469,0.355263817679812
"CALY",1,0.837033706073903,0.985934418192157
"ZNF569",0.624948586120971,0.612544939807471,0.652857463451004
"COPE",1,0.783463246388865,0.974652666002177
"ORC6",1,1,1
"PTCRA",0.687435734853583,0.715147668274815,0.779978032387945
"SLC25A40",1,0.670135197598749,0.957165073018806
"WFIKKN1",1,0.699832172416001,0.967374872819378
"ZNF45",1,0.486222348781723,0.832661924757338
"RAB42",1,0.498737918792673,0.845697188058605
"SLC41A1",1,0.898862052755813,0.994703849678029
"PAMR1",1,0.924159283465746,0.993070086879037
"SLC25A20",1,0.794436346672919,0.994132917959955
"FBXO17",0.179552779063125,0.0811918822031463,0.144487115668429
"SYNGR4",1,0.0320969732836182,0.126744759371606
"TRAPPC8",1,0.0764051968937122,0.272896790378675
"SMIM3",1,1,1
"UBL4B",1,0.776131146968995,0.972331381534278
"SELENOH",1,0.748597403304278,0.962802423541984
"VPREB3",1,0.668601910149276,0.956291656055272
"LARS2",1,0.760831571841791,0.968487460294676
"PSMB4",1,1,1
"RDX",1,0.691168609485318,0.946466579655513
"THUMPD2",1,0.675570247256218,0.908565978455026
"PTPN1",1,0.95494551040622,0.998969450798798
"SLX4IP",1,0.646770831693686,0.943267279225216
"COG8",1,0.942409804116634,1
"PRAC1",1,0.290489185191165,0.649588700685829
"OPA1",1,0.530494678392014,0.866799314170399
"MS4A12",0.0511678854435688,0.179058715246622,0.203271751201906
"C11orf45",1,0.182446037072347,0.492841632643293
"CERK",1,0.843987349092372,0.979331417866016
"LAIR2",0.374914345456448,0.163547294396329,0.377065564496486
"GHRL",1,0.729519079048137,0.959587334292855
"OR8S1",1,0.698035913190186,0.929496160815517
"PRR16",1,0.866217009564805,0.990622934842165
"BMI1",1,0.179356597904318,0.487559260875421
"C21orf62",1,0.84482027844807,0.996848900331366
"FAM220A",0.624948586120971,0.53368867333759,0.622693360898249
"ADH6",0.49996572290589,0.061903431774873,0.0967080740566877
"THG1L",1,0.449217332197865,0.751811132891008
"HPR",0.753821907775359,0.186742580799288,0.45866913421864
"SERTAD4",1,0.293918508437255,0.653807829152609
"DNAJC5B",0.728034773259295,0.638464030279345,0.906382214245436
"TMEM205",1,0.733657391637906,0.92911202795811
"EDDM3A",0.753821907775359,0.725147530183058,0.830532012535103
"CYP4F11",0.423724285238605,0.346679026873256,0.496544360095489
"BARD1",1,0.292973039349202,0.650812833538832
"SPATA45",1,0.163547294396329,0.459674704776173
"SNX32",0.49996572290589,1,0.846549830033886
"ZC3H12B",1,1,1
"TDP2",0.49996572290589,0.794016164210938,0.724692959557118
"CTU2",0.607050407799402,0.607050407799402,0.910055640984723
"PRKACA",1,0.510837537227464,0.853968985956621
"MRPS31",1,0.562644012117123,0.885629837977023
"NSFL1C",1,0.355325830063281,0.720868404407351
"RDM1",1,1,1
"KLHL25",1,0.494473992941253,0.816045826817874
"SCGB1D2",1,0.013137998566656,0.0393815922475538
"ZNF276",1,0.234230236538625,0.549395178421703
"GDAP2",1,0.387331362543046,0.698687719350267
"IFITM2",1,0.348759280977828,0.716133007572037
"CRYGC",0.624948586120971,0.409505206151035,0.526142710920146
"ARHGAP22",1,0.517113377606069,0.857218600781094
"DNASE1L3",0.49996572290589,0.501564230420214,0.554213045983584
"KRTAP9-3",1,0.37056015367682,0.738429851401239
"ZNF687",1,0.163759541723613,0.460058873385589
"MTG1",1,1,1
"LMOD1",1,0.817034767863829,0.982135948835979
"INO80E",1,0.258250073181088,0.607875965980737
"KRTAP10-10",1,1,1
"RALGAPA2",0.753821907775359,1,0.958833449747575
"SNX19",0.218653694808287,0.3154092798979,0.230262647224109
"PLEKHA4",0.0390048772880358,0.753108793281839,0.165539374243078
"TREML1",1,0.899498359944215,0.994771471209585
"KLHL1",0.624948586120971,0.135003318089037,0.332955770181019
"DHX40",1,0.311532467318572,0.674857742303005
"DCLRE1B",0.49996572290589,0.775360905798366,0.803650745823726
"PLSCR4",1,0.264607092153942,0.574705695373741
"SNX22",1,0.765639293615802,0.930479489983243
"DCAF13",1,0.670042141692659,0.95000670881507
"BACH1",1,0.71784968853429,0.942936574878347
"IFT43",0.677396576817389,0.351788563939645,0.687096638921947
"ANGEL2",0.49996572290589,0.715147668274815,0.665665612009414
"FUCA2",0.624948586120971,0.713286952562703,0.843008120333637
"MAP6D1",1,0.440139653928066,0.801346073909283
"MRFAP1L1",1,0.775360905798366,0.972633401532013
"SLC46A2",0.624948586120971,0.484308129825066,0.626656383357849
"CRCT1",1,0.726487526564926,1
"RGS13",1,1,1
"FAM200A",0.556842415456355,0.265296388577805,0.513380024793155
"SLC19A3",1,0.234009120573079,0.571778990859233
"PJVK",1,1,1
"BSDC1",1,0.920915982974294,1
"NOX4",0.624948586120971,0.758840056024096,0.780521944278023
"TMEM255A",1,0.664946470341037,0.936277037931801
"LIMS2",1,0.40546525721794,0.734206183681279
"MSRB1",1,0.84482027844807,0.987283473047966
"FOXJ2",1,0.664512536916899,0.936099830326198
"FAM133B",1,0.887532562034171,1
"KIAA1328",1,0.181262262645456,0.45495772040849
"RAPSN",1,0.660364139033745,0.934391397972987
"NUP62CL",0.624948586120971,0.321408910862896,0.362674256042567
"CRYGS",1,0.53707434079426,0.824155773211494
"PSMC1",1,1,1
"MIS18A",1,0.298443672566195,0.611957067099604
"OR2A14",0.663393375756918,0.50182951636242,0.580316914460984
"PLA2G4F",0.307056749553173,0.704157787585694,0.630665444177171
"KIAA1841",1,0.575617660862026,0.865115845404095
"GPX6",1,0.345747142438248,0.712222739460767
"FOXR1",1,0.0614264429331895,0.232800989476022
"SIL1",1,0.685792537774771,0.944247340057313
"CAMP",1,0.491406742542625,0.809561626387089
"TGFB2",1,0.0407569253820625,0.171184364859169
"LYG1",0.200027060387337,0.472540389805988,0.0975434814644177
"ZSCAN1",1,0.714002346434815,0.939641311089092
"RIPPLY2",0.507677603335609,0.503148561794898,0.146140120392848
"TRAPPC6A",1,0.935053602374483,0.997843781975496
"ACTR6",1,0.626651069685691,0.915077205466448
"NDUFB3",1,0.120181637545731,0.391205870248955
"PILRB",1,0.779889715592568,0.988189584736138
