"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"HIST1H2AG",1,2,0.500025679499842,1,0,0,0,1,1,2,0.500025679499842,1
"CSAG1",1,2,0.500025679499842,1,0,0,0,1,1,2,0.500025679499842,1
"TGOLN2",2,2,1,1,0,0,0,1,2,2,1,1
"IFNA16",2,2,1,1,0,0,0,1,2,2,1,1
"IL17RD",1,1,1,1,433,404,1.07174421841331,0.337326431396824,434,405,1.07156685529602,0.337872711752546
"SLC7A13",12,8,1.49995100325236,0.503148561794898,528,490,1.07751833740784,0.256583994133168,540,498,1.08431051007019,0.210389398152853
"SLC6A7",1,1,1,1,139,132,1.05304651043054,0.713067788488485,140,133,1.05264754081096,0.714055585826906
"FNDC7",4,4,1,1,433,413,1.0484407456822,0.524440887878969,437,417,1.04797595291009,0.52628305321686
"GOLT1B",0,0,0,1,32,41,0.780502968120286,0.347981936309311,32,41,0.780502968120286,0.347981936309311
"ACSS2",3,1,2.99997694771041,0.624948586120971,243,272,0.89338945594429,0.20973257179505,246,273,0.901105471314724,0.245857947827263
"SLC13A5",1,0,Inf,1,42,45,0.933308326144153,0.829873901030998,43,45,0.95554462821959,0.914931050687847
"SLC35G5",1,0,Inf,1,191,204,0.936250576014597,0.540711092544202,192,204,0.941156052730991,0.575427605014738
"PTPN2",1,1,1,1,94,85,1.10586913021274,0.547566971069128,95,86,1.10463682036378,0.549760359297462
"LAMC3",9,7,1.2856888842142,0.803511708884093,1973,1897,1.04007682032245,0.278009017437565,1982,1904,1.0409806027497,0.270802321797141
"TRIT1",8,10,0.80001385430602,0.814415017239319,134,149,0.899335632728036,0.400877151479218,142,159,0.893088961296853,0.35160860138824
"CFAP299",0,0,0,1,64,73,0.876720736345074,0.492429060938492,64,73,0.876720736345074,0.492429060938492
"METTL6",3,2,1.49995099608784,1,15,19,0.789488253877879,0.607169854537894,18,21,0.85715268677449,0.748932362157805
"MOCS2",1,0,Inf,1,678,685,0.989780747173472,0.865079653649135,679,685,0.991240750068097,0.887434786833801
"C8A",6,6,1,1,585,575,1.0173927406316,0.783720790894467,591,581,1.01721310413323,0.784723872656871
"CRKL",0,0,0,1,37,45,0.822234501143583,0.438424206747015,37,45,0.822234501143583,0.438424206747015
"COL6A1",2,1,1.99989728727585,1,1028,990,1.03839421954969,0.433218738844135,1030,991,1.03936513374856,0.419736324636645
"THOC6",1,0,Inf,1,59,65,0.907706721053142,0.652225437725756,60,65,0.923104790532211,0.719527319635561
"CLEC2L",3,3,1,1,13,11,1.18180335734709,0.838687197175577,16,14,1.14284594769986,0.855387068476223
"DIRC1",0,0,0,1,372,367,1.01362459985336,0.880130740593289,372,367,1.01362459985336,0.880130740593289
"RPS19BP1",0,0,0,1,33,24,1.3749649105539,0.288305952066531,33,24,1.3749649105539,0.288305952066531
"IFNAR2",2,2,1,1,181,174,1.04023904711961,0.747284413065798,183,176,1.0397816708467,0.748615526231826
"RAB1A",0,0,0,1,198,190,1.04211542444549,0.718859573973728,198,190,1.04211542444549,0.718859573973728
"C1orf100",0,2,0,0.49996572290589,116,93,1.24729057744743,0.125264295845964,116,95,1.2210340622552,0.16544995217644
"MCEE",2,8,0.250037977462813,0.109254824845677,193,195,0.989743435553671,0.958984785545465,195,203,0.960582252176729,0.722176219154304
"OR2G2",0,0,0,1,348,303,1.14850346396364,0.0851168907406343,348,303,1.14850346396364,0.0851168907406343
"TTC14",0,1,0,1,190,173,1.09824718510217,0.395373087729745,190,174,1.09192976594736,0.426188111416922
"NAF1",0,0,0,1,192,207,0.92756650905329,0.477589654160176,192,207,0.92756650905329,0.477589654160176
"EIF5A",0,0,0,1,3,7,0.428569578358335,0.343581477453416,3,7,0.428569578358335,0.343581477453416
"UEVLD",8,3,2.66664688857283,0.22638608576044,308,298,1.03356345074546,0.7091278983085,316,301,1.0498488879654,0.565162111217212
"UIMC1",2,0,Inf,0.49996572290589,504,454,1.11012421210394,0.124932083657175,506,454,1.11452913525596,0.109701736767561
"COMMD5",0,0,0,1,126,127,0.992126024525272,1,126,127,0.992126024525272,1
"OXLD1",0,0,0,1,30,35,0.857152675782778,0.619364135568714,30,35,0.857152675782778,0.619364135568714
"NUDT9",1,1,1,1,149,137,1.08756284078423,0.511423193348273,150,138,1.08692761857565,0.51286498623754
"NELL2",0,0,0,1,974,975,0.998974411114041,1,974,975,0.998974411114041,1
"KLK2",1,3,0.333335894718525,0.624948586120971,115,121,0.950399143563773,0.742920577087361,116,124,0.935459887764795,0.648812281478481
"MYOC",24,16,1.49995101264237,0.267532561670667,161,174,0.925316064873253,0.507367072808394,185,190,0.973680672257712,0.834330106720931
"CCNG2",0,0,0,1,350,390,0.897442644871516,0.152376313515787,350,390,0.897442644871516,0.152376313515787
"UCN2",0,2,0,0.49996572290589,32,31,1.03226338275438,1,32,33,0.969692320850661,1
"ZFP37",1,0,Inf,1,167,197,0.847726098902296,0.124006861662192,168,197,0.852801881589396,0.138032120360299
"HIST1H1B",0,0,0,1,865,952,0.908619122539599,0.0554149119451496,865,952,0.908619122539599,0.0554149119451496
"OR4L1",0,0,0,1,228,189,1.20633222391002,0.0659977168213448,228,189,1.20633222391002,0.0659977168213448
"DMRT1",0,0,0,1,102,107,0.953258640184236,0.780584185494174,102,107,0.953258640184236,0.780584185494174
"ZNF223",0,2,0,0.49996572290589,343,354,0.968921041861952,0.698301341024574,343,356,0.963475258262335,0.642310973877763
"HAGHL",0,0,0,1,33,31,1.06453950915159,0.900435536972804,33,31,1.06453950915159,0.900435536972804
"SLAMF9",7,2,3.4994062173303,0.179552779063125,157,186,0.844096649611987,0.126264992723298,164,188,0.872349055767559,0.214907009206341
"DCAF8L2",0,0,0,1,51,47,1.08507488076045,0.761260486107617,51,47,1.08507488076045,0.761260486107617
"MAGEB17",0,1,0,1,11,12,0.91668969038495,1,11,13,0.846164460257412,0.838687197175577
"VEGFD",0,0,0,1,10,21,0.476216127934255,0.0704612430497481,10,21,0.476216127934255,0.0704612430497481
"OR4K1",0,0,0,1,12,14,0.857152692292258,0.844880919877187,12,14,0.857152692292258,0.844880919877187
"GGA1",0,0,0,1,281,242,1.16114442202284,0.0995829546498075,281,242,1.16114442202284,0.0995829546498075
"HEXB",3,4,0.750017180487538,1,214,199,1.07533972565547,0.484948786828734,217,203,1.06899363768402,0.52008574052581
"STYX",0,0,0,1,21,27,0.777793132351614,0.470147813199317,21,27,0.777793132351614,0.470147813199317
"IL1RN",1,1,1,1,14,16,0.875008571376262,0.855387068476223,15,17,0.882360994033321,0.85989663828248
"GPR18",0,0,0,1,91,107,0.85047752525441,0.283201954914415,91,107,0.85047752525441,0.283201954914415
"ZBTB8A",1,0,Inf,1,126,110,1.14544322477987,0.325048477679648,127,110,1.15453330865954,0.294827379533992
"TCP10L",2,3,0.666688446894727,1,89,104,0.85577909327396,0.310441406462224,91,107,0.85047752525441,0.283201954914415
"TAF1L",0,0,0,1,897,960,0.934405784421572,0.175357124659339,897,960,0.934405784421572,0.175357124659339
"GNAT3",13,7,1.85705518196321,0.262847494783438,311,311,1,1,324,318,1.01886951808319,0.840231099520496
"KDSR",0,0,0,1,20,26,0.76924669277953,0.46068329374836,20,26,0.76924669277953,0.46068329374836
"TMEM165",0,0,0,1,23,16,1.43745796524909,0.336137478377652,23,16,1.43745796524909,0.336137478377652
"CEP78",33,32,1.03125494396279,1,115,106,1.08487472415893,0.587793076362227,148,138,1.07242397259718,0.591107832202486
"TAF7",0,0,0,1,29,37,0.783798727304756,0.387982587038524,29,37,0.783798727304756,0.387982587038524
"TTYH2",0,2,0,0.49996572290589,186,173,1.07510693172497,0.521580405901369,186,175,1.06288034055097,0.594273772817723
"HOXA5",0,0,0,1,13,14,0.928604113376486,1,13,14,0.928604113376486,1
"DEFB118",0,0,0,1,168,163,1.03067982726066,0.82409135963533,168,163,1.03067982726066,0.82409135963533
"GIMAP6",2,0,Inf,0.49996572290589,452,493,0.916853896588005,0.202148084103352,454,493,0.920914512074489,0.227362549921957
"CHCHD7",0,1,0,1,5,6,0.833344859649759,1,5,7,0.714305042038473,0.774321289231259
"LIPM",3,2,1.49995099608784,1,579,542,1.06829587206826,0.292064714833238,582,544,1.06981467752113,0.279119414867408
"CXorf21",0,0,0,1,18,21,0.85715268677449,0.748932362157805,18,21,0.85715268677449,0.748932362157805
"DUSP19",0,0,0,1,51,53,0.962256458974066,0.921671074089565,51,53,0.962256458974066,0.921671074089565
"VSTM2L",0,0,0,1,164,161,1.01863496368473,0.910711233494637,164,161,1.01863496368473,0.910711233494637
"NAGPA",0,3,0,0.249948605513182,129,109,1.183471379721,0.21440273881494,129,112,1.1517738225908,0.298808932640728
"CEACAM4",24,30,0.800013839710187,0.495819551418516,114,117,0.974355745381966,0.894523926594419,138,147,0.9387537472914,0.63239569810958
"ANAPC4",3,0,Inf,0.249948605513182,40,36,1.11110184511392,0.730334021199062,43,36,1.19442843223008,0.498737918792673
"RUNDC3B",0,1,0,1,23,29,0.793117762928253,0.487679504273131,23,30,0.766682756465242,0.409252544974023
"STN1",0,0,0,1,105,82,1.28046306317362,0.105264032450025,105,82,1.28046306317362,0.105264032450025
"AHSA1",0,0,0,1,106,97,1.09275886793191,0.571932358551706,106,97,1.09275886793191,0.571932358551706
"ANXA6",1,1,1,1,144,132,1.09088336804053,0.504012942943223,145,133,1.09019928303556,0.505522511755601
"TMEM170A",0,0,0,1,76,69,1.1014317320027,0.616707897091408,76,69,1.1014317320027,0.616707897091408
"IMMP1L",3,5,0.600024236462594,0.726487526564926,163,137,1.18976559253999,0.144867007208635,166,142,1.16900063695628,0.185492362167138
"TMEM168",2,1,1.99989728727585,1,190,188,1.01063848061417,0.958460383101388,192,189,1.0158739200991,0.917351217583637
"ERCC6",10,5,1.99989730986852,0.301506990661404,734,763,0.961982538822415,0.480500681078749,744,768,0.968743705590708,0.57048303128843
"CLEC14A",0,0,0,1,154,127,1.21258074418026,0.117392484941678,154,127,1.21258074418026,0.117392484941678
"RIPPLY1",0,0,0,1,8,14,0.571453483239153,0.285913946405238,8,14,0.571453483239153,0.285913946405238
"C19orf70",0,0,0,1,7,16,0.437497195715258,0.0928849202470169,7,16,0.437497195715258,0.0928849202470169
"GAMT",1,1,1,1,43,38,1.13156878391511,0.656100487727125,44,39,1.12819526219513,0.659978667436558
"ARR3",0,0,0,1,94,100,0.939979375835336,0.717934478813275,94,100,0.939979375835336,0.717934478813275
"ZPBP",1,0,Inf,1,127,147,0.863954830243409,0.246705942801269,128,147,0.870757071632809,0.273324053537903
"PON3",36,30,1.19998343621223,0.537663598878247,183,172,1.06397748068945,0.591248580705371,219,202,1.08412803220152,0.429123113122008
"EFNA4",0,1,0,1,68,55,1.2363434594159,0.2772011834576,68,56,1.2142677707604,0.321216295917327
"RBM19",3,4,0.750017180487538,1,748,714,1.04763430214444,0.410520665860572,751,718,1.0459751925959,0.427299316259056
"ABRAXAS1",0,0,0,1,906,901,1.00554933267966,0.920546651959958,906,901,1.00554933267966,0.920546651959958
"MAP7D3",3,2,1.49995099608784,1,134,143,0.937039976120721,0.627616765619496,137,145,0.944809938390526,0.67394595203421
"COG6",1,4,0.250037905700928,0.374914345456448,116,105,1.10474800363611,0.498042299516722,117,109,1.07335507731604,0.639012562378216
"KLHL14",1,0,Inf,1,74,60,1.23331347271748,0.259197495986333,75,60,1.24997842624033,0.225993955907823
"PADI3",4,5,0.800013857979829,1,663,726,0.913235384451717,0.109468509873259,667,731,0.91246009046714,0.104419024846573
"GALK1",6,2,2.99997615298437,0.288927677347483,64,65,0.984614617948826,1,70,67,1.04478724745482,0.863774577560336
"SLC1A1",3,1,2.99997694771041,0.624948586120971,131,145,0.903457624247222,0.429707377954913,134,146,0.917830818295449,0.507018112752964
"RRP1",4,6,0.666688445828066,0.753821907775359,302,307,0.983712294139172,0.868619519219946,306,313,0.977633289123446,0.805542771463077
"CNR2",3,1,2.99997694771041,0.624948586120971,155,152,1.01973850170589,0.908198747218033,158,153,1.03268547501347,0.818740661876681
"CLDN6",0,0,0,1,187,176,1.06252294125239,0.595266870171681,187,176,1.06252294125239,0.595266870171681
"COL9A3",4,0,Inf,0.124948635472415,2048,2067,0.990807520503415,0.80481294433402,2052,2067,0.992742927118995,0.846103270539171
"HLA-DOB",0,0,0,1,496,483,1.02691923069097,0.692092161314085,496,483,1.02691923069097,0.692092161314085
"UTS2",0,0,0,1,28,32,0.875008559142682,0.698292519412905,28,32,0.875008559142682,0.698292519412905
"WFDC10A",1,1,1,1,40,44,0.90910686977253,0.742931000988231,41,45,0.911128886884594,0.745811931425154
"ELAC2",8,14,0.571453483239153,0.285913946405238,647,607,1.06592647726813,0.289409920492758,655,621,1.05477023275039,0.365576290759157
"ACADSB",5,6,0.833344859649759,1,100,113,0.884963551828104,0.407648023877006,105,119,0.882360918736193,0.381530319275372
"KRT4",0,0,0,1,218,189,1.15342719800471,0.159632057682353,218,189,1.15342719800471,0.159632057682353
"C1S",0,0,0,1,193,202,0.955434008687768,0.683390512915897,193,202,0.955434008687768,0.683390512915897
"NUTF2",0,0,0,1,1,1,1,1,1,1,1,1
"LGALS7B",0,0,0,1,1,1,1,1,1,1,1,1
"RPL39",0,0,0,1,1,1,1,1,1,1,1,1
"KCNE3",0,0,0,1,82,83,0.987951498714613,1,82,83,0.987951498714613,1
"SAA2",0,0,0,1,139,137,1.01459920605665,0.951564640889514,139,137,1.01459920605665,0.951564640889514
"ZFP62",0,2,0,0.49996572290589,0,0,0,1,0,2,0,0.49996572290589
"HIST1H4E",0,2,0,0.49996572290589,0,0,0,1,0,2,0,0.49996572290589
"FOSL1",0,1,0,1,51,43,1.1860313225254,0.469067688680724,51,44,1.15907826723183,0.53707434079426
"JAML",30,27,1.11110166419224,0.790966486423963,159,152,1.04606478023189,0.731036253188528,189,179,1.05588422113231,0.634843474340707
"CHCHD4",1,3,0.333335894718525,0.624948586120971,18,20,0.900007798860363,0.871247296383861,19,23,0.826098980472234,0.643489224907253
"SLC2A10",2,0,Inf,0.49996572290589,324,362,0.895034555035748,0.159705094979704,326,362,0.900559037565717,0.184777525724492
"HOXD12",4,5,0.800013857979829,1,56,62,0.903236077786634,0.644163962012075,60,67,0.895529482476958,0.593016846909732
"C14orf119",1,3,0.333335894718525,0.624948586120971,35,33,1.06062669140731,0.903372899866059,36,36,1,1
"MEIG1",1,1,1,1,7,12,0.583357990492413,0.358967824226956,8,13,0.615408390132743,0.382965117097471
"SPACA4",0,0,0,1,19,22,0.863645732970658,0.754893411657374,19,22,0.863645732970658,0.754893411657374
"SH3BGRL2",1,0,Inf,1,27,30,0.900007652069345,0.790966486423963,28,30,0.933308435477171,0.89547602331333
"ZMAT3",0,0,0,1,22,20,1.09998035569626,0.877438258307884,22,20,1.09998035569626,0.877438258307884
"POLR1D",0,0,0,1,6,10,0.600024234727361,0.454247288412378,6,10,0.600024234727361,0.454247288412378
"MRPL4",2,0,Inf,0.49996572290589,352,300,1.17331966388745,0.0497616144564039,354,300,1.17998570166744,0.041441082513936
"EIF3C",2,3,0.666688446894727,1,0,0,0,1,2,3,0.666688446894727,1
"NDUFS4",0,2,0,0.49996572290589,28,25,1.11999083268718,0.783461515746391,28,27,1.03704429519964,1
"NPM3",0,0,0,1,28,31,0.903236506915626,0.794436346672919,28,31,0.903236506915626,0.794436346672919
"SLC2A12",0,0,0,1,66,76,0.868430042257028,0.44802195592686,66,76,0.868430042257028,0.44802195592686
"CEMP1",1,2,0.500025679499842,1,16,14,1.14284594769986,0.855387068476223,17,16,1.06252183216792,1
"OR14I1",5,4,1.24997834728159,1,154,154,1,1,159,158,1.0063290067965,1
"NRL",0,0,0,1,11,17,0.647081446340314,0.344463717105107,11,17,0.647081446340314,0.344463717105107
"ZNF79",1,1,1,1,275,251,1.09559760619114,0.307690999836488,276,252,1.09521784264007,0.308578445426065
"FAM57A",1,1,1,1,25,26,0.961530514999575,1,26,27,0.962955648219884,1
"ZNF527",0,0,0,1,56,52,1.07688557242331,0.77217104065123,56,52,1.07688557242331,0.77217104065123
"ZNF836",3,3,1,1,787,808,0.974005693613967,0.635001870248742,790,811,0.974101866587711,0.635574122887551
"OPRPN",3,6,0.500025676671552,0.507677603335609,37,35,1.05716117450799,0.906063340469786,40,41,0.97560699206815,1
"TRAPPC13",0,0,0,1,207,184,1.12499056003348,0.259770946290253,207,184,1.12499056003348,0.259770946290253
"SPATA25",1,0,Inf,1,249,228,1.09208188437608,0.352305025988893,250,228,1.09647175476639,0.329256988452568
"ADAD2",1,3,0.333335894718525,0.624948586120971,0,0,0,1,1,3,0.333335894718525,0.624948586120971
"ATP7B",12,4,2.99997455912079,0.0766536499285318,732,784,0.93370473572455,0.204805211715854,744,788,0.944141171530673,0.294899640961499
"GCSAML",0,0,0,1,115,106,1.08487472415893,0.587793076362227,115,106,1.08487472415893,0.587793076362227
"ANKHD1",0,0,0,1,490,458,1.06983006382307,0.314888795968207,490,458,1.06983006382307,0.314888795968207
"TMEM210",0,0,0,1,69,73,0.945188442449909,0.800393316116683,69,73,0.945188442449909,0.800393316116683
"TFAP4",0,0,0,1,21,22,0.954534079019353,1,21,22,0.954534079019353,1
"CENPH",0,0,0,1,46,46,1,1,46,46,1,1
"SDHC",0,0,0,1,10,11,0.909107282008419,1,10,11,0.909107282008419,1
"SSH3",6,7,0.857152697824698,1,436,390,1.11794006889796,0.124064456212181,442,397,1.11334186643729,0.13593244770132
"SERTAD1",0,0,0,1,22,20,1.09998035569626,0.877438258307884,22,20,1.09998035569626,0.877438258307884
"TMEM268",4,6,0.666688445828066,0.753821907775359,67,89,0.752825941957257,0.0907099601118716,71,95,0.747385716683643,0.0723600582572294
"COA7",1,0,Inf,1,46,53,0.867933570559129,0.545356166545938,47,53,0.88680016738541,0.616094838634366
"CHRNA10",2,0,Inf,0.49996572290589,1816,1854,0.979500630618596,0.579586587273258,1818,1854,0.980579747328136,0.60517409123951
"RNF208",0,0,0,1,42,36,1.16665331001046,0.570558665672592,42,36,1.16665331001046,0.570558665672592
"ODF4",0,1,0,1,16,15,1.06669150059046,1,16,16,1,1
"ALG10",2,3,0.666688446894727,1,54,74,0.729748122990499,0.0913096349319054,56,77,0.727291266037199,0.0811480947659377
"GNL2",1,2,0.500025679499842,1,187,166,1.12649643621653,0.281501202926132,188,168,1.11903867386969,0.308254761981265
"AP4B1",2,2,1,1,240,258,0.930264615254932,0.438721408077558,242,260,0.930801702654598,0.440491906489978
"MOGAT3",7,7,1,1,162,163,0.993865140841697,1,169,170,0.994117763629912,1
"MTUS2",0,0,0,1,1617,1583,1.02148151191236,0.598148107688718,1617,1583,1.02148151191236,0.598148107688718
"EFCAB7",2,3,0.666688446894727,1,365,360,1.01388954852596,0.879042782527535,367,363,1.01101955789965,0.909423519243875
"TAF1D",5,4,1.24997834728159,1,197,181,1.08837061972663,0.434676170140053,202,185,1.09186773395017,0.410063525689424
"WSB1",0,0,0,1,48,53,0.905673060425349,0.689811669516756,48,53,0.905673060425349,0.689811669516756
"ZMYM5",30,20,1.49995101726798,0.201870729351615,84,91,0.923104548902883,0.648323848194423,114,111,1.02703064985201,0.893157661390001
"SLC25A35",1,2,0.500025679499842,1,22,22,1,1,23,24,0.958323881693002,1
"C10orf82",0,0,0,1,84,87,0.965510870650056,0.877794796449667,84,87,0.965510870650056,0.877794796449667
"RAD9B",3,1,2.99997694771041,0.624948586120971,656,652,1.00613491256343,0.931003713471785,659,653,1.00918851688988,0.885426712695119
"OR10A7",0,0,0,1,440,362,1.21545193291366,0.00806885182749923,440,362,1.21545193291366,0.00806885182749923
"PACSIN3",1,1,1,1,76,97,0.783520076994622,0.125952937741827,77,98,0.785729057409425,0.128119794337142
"C20orf27",0,1,0,1,35,30,1.16665330255986,0.619364135568714,35,31,1.12902231108608,0.711607189265687
"OTOS",0,0,0,1,40,55,0.72729127662469,0.149215772908573,40,55,0.72729127662469,0.149215772908573
"SYCE1L",3,2,1.49995099608784,1,399,389,1.02571051745762,0.742099240536465,402,391,1.02813741539302,0.715461960190145
"MIER2",0,0,0,1,461,428,1.07706916314094,0.284424938878791,461,428,1.07706916314094,0.284424938878791
"DCK",0,0,0,1,226,212,1.06606361182255,0.528542891394161,226,212,1.06606361182255,0.528542891394161
"GDPGP1",1,1,1,1,271,275,0.985453809148948,0.895973998401526,272,276,0.985506518172063,0.896156049782905
"ARSE",0,0,0,1,115,113,1.01770031173404,0.946805786723338,115,113,1.01770031173404,0.946805786723338
"ZNF766",2,2,1,1,138,155,0.89032997571079,0.345240918319568,140,157,0.89172704162562,0.348447920148744
"CDH1",0,0,0,1,176,160,1.09998265586519,0.407973580411878,176,160,1.09998265586519,0.407973580411878
"AL137804.1",0,0,0,1,3,9,0.333336071490445,0.14583085856042,3,9,0.333336071490445,0.14583085856042
"C11orf65",18,19,0.947352989126537,1,206,216,0.953691148555653,0.656827372987521,224,235,0.953178570822662,0.635552515392753
"ATP13A4",3,3,1,1,477,469,1.01705886796913,0.814358270800964,480,472,1.01695043024067,0.814898513264904
"MRPL44",0,0,0,1,30,37,0.810823895040741,0.462792330162033,30,37,0.810823895040741,0.462792330162033
