"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"3732","DEPDC4",1.0954,"NA","41 vs 41","-",NA,"-",NA,"4 vs 0",1.14,"-",NA,"-",NA,"37 vs 41",0.96
"3733","AGTRAP",1.0954,"NA","51 vs 43","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 1",1,"50 vs 42",1.1
"3734","OPRK1",1.0953,"NA","93 vs 89","-",NA,"-",NA,"6 vs 8",1.01,"-",NA,"9 vs 7",1.08,"78 vs 74",1
"3735","ZBTB46",1.0953,"NA","93 vs 87","-",NA,"-",NA,"-",NA,"-",NA,"25 vs 20",1.08,"68 vs 67",1.01
"3736","YARS2",1.0953,"NA","71 vs 80","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"9 vs 8",1.12,"60 vs 71",0.96
"3737","DPH2",1.0953,"NA","85 vs 70","-",NA,"-",NA,"1 vs 1",1,"-",NA,"2 vs 1",1.05,"82 vs 68",1.04
"3738","TMEM159",1.0952,"NA","47 vs 48","-",NA,"-",NA,"1 vs 1",1,"-",NA,"2 vs 0",1.11,"44 vs 47",0.99
"3739","DGCR2",1.0952,"NA","88 vs 118","-",NA,"-",NA,"-",NA,"-",NA,"17 vs 19",0.72,"71 vs 99",1.52
"3740","FMO1",1.0951,"NA","303 vs 282","-",NA,"-",NA,"23 vs 13",1.05,"-",NA,"-",NA,"280 vs 269",1.04
"3741","RPL3",1.095,"NA","37 vs 37","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 2",1.11,"32 vs 35",0.99
"3742","PCDHGA5",1.095,"NA","875 vs 811","-",NA,"-",NA,"2 vs 2",1,"-",NA,"-",NA,"873 vs 809",1.1
"3743","C10orf62",1.095,"NA","63 vs 71","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"63 vs 70",1.12
"3744","USH2A",1.0949,"4","5912 vs 5965","-",NA,"-",NA,"16 vs 15",0.95,"-",NA,"-",NA,"5896 vs 5950",1.15
"3745","SRBD1",1.0949,"NA","357 vs 323","-",NA,"-",NA,"2 vs 2",1.01,"-",NA,"-",NA,"355 vs 321",1.08
"3746","PSG9",1.0949,"NA","846 vs 834","-",NA,"-",NA,"47 vs 53",0.94,"-",NA,"-",NA,"799 vs 781",1.16
"3747","C9orf43",1.0946,"NA","744 vs 732","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"741 vs 731",1.05
"3748","HSD11B1L",1.0946,"NA","15 vs 16","-",NA,"-",NA,"0 vs 2",0.96,"0 vs 1",0.79,"14 vs 8",1.48,"1 vs 5",0.98
"3749","MDGA2",1.0944,"4","83 vs 70","-",NA,"-",NA,"-",NA,"-",NA,"9 vs 4",1.15,"74 vs 66",0.96
"3750","HSPA9",1.0944,"NA","64 vs 49","-",NA,"-",NA,"-",NA,"-",NA,"2 vs 4",0.86,"62 vs 45",1.27
"3751","KCTD5",1.0943,"NA","16 vs 7","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 3",1.04,"12 vs 4",1.05
"3752","MS4A8",1.0943,"NA","30 vs 37","-",NA,"-",NA,"3 vs 1",1.06,"-",NA,"1 vs 0",1.05,"26 vs 36",0.99
"3753","OCA2",1.0942,"NA","1284 vs 1319","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"1282 vs 1318",1.07
"3754","TMEM9",1.094,"NA","9 vs 5","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"2 vs 1",1.05,"5 vs 4",1
"3755","KCNJ2",1.0938,"5","18 vs 23","-",NA,"-",NA,"-",NA,"3 vs 2",1.15,"6 vs 6",0.99,"9 vs 15",0.96
"3756","OR10A2",1.0937,"NA","102 vs 82","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"102 vs 82",1.09
"3757","FAM110D",1.0937,"NA","39 vs 37","-",NA,"-",NA,"-",NA,"2 vs 1",1.16,"32 vs 33",0.94,"5 vs 3",1
"3758","PEPD",1.0936,"NA","297 vs 289","-",NA,"-",NA,"3 vs 0",1.06,"-",NA,"-",NA,"294 vs 289",1.03
"3759","BLVRA",1.0936,"NA","182 vs 183","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"-",NA,"181 vs 182",1.11
"3760","CYP2B6",1.0935,"NA","1450 vs 1360","-",NA,"-",NA,"9 vs 5",0.99,"-",NA,"-",NA,"1441 vs 1355",1.1
"3761","FARSB",1.0935,"NA","79 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"79 vs 60",1.09
"3762","DHRS2",1.0934,"NA","364 vs 329","-",NA,"-",NA,"7 vs 7",0.98,"-",NA,"-",NA,"357 vs 322",1.12
"3763","TIFAB",1.0932,"NA","37 vs 31","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"36 vs 31",1.07
"3764","MRAS",1.093,"NA","8 vs 7","-",NA,"-",NA,"-",NA,"5 vs 3",1.12,"3 vs 3",0.98,"0 vs 1",0.99
"3765","EIF2B4",1.093,"NA","289 vs 319","-",NA,"-",NA,"-",NA,"-",NA,"10 vs 7",1.09,"279 vs 312",1
"3766","VCPIP1",1.0928,"NA","76 vs 66","-",NA,"-",NA,"-",NA,"-",NA,"14 vs 10",1.1,"62 vs 56",0.99
"3767","MYH7",1.0928,"NA","314 vs 326","-",NA,"-",NA,"3 vs 2",1.02,"23 vs 11",3.9,"91 vs 113",0.29,"197 vs 200",0.94
"3768","SUDS3",1.0927,"NA","10 vs 5","-",NA,"-",NA,"3 vs 1",1.03,"-",NA,"3 vs 1",1.06,"4 vs 3",1
"3769","WDR83OS",1.0927,"NA","235 vs 271","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 2",1.12,"230 vs 269",0.98
"3770","ENOX1",1.0927,"NA","61 vs 59","-",NA,"-",NA,"2 vs 1",1.02,"2 vs 0",1.54,"36 vs 37",0.71,"21 vs 21",0.98
"3771","GNAL",1.0926,"NA","9 vs 11","-",NA,"-",NA,"-",NA,"5 vs 3",1.19,"4 vs 8",0.92,"-",NA
"3772","MICU3",1.0926,"NA","60 vs 34","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"2 vs 3",0.93,"57 vs 31",1.15
"3773","NEK10",1.0925,"NA","473 vs 473","-",NA,"-",NA,"6 vs 0",1.16,"-",NA,"-",NA,"467 vs 473",0.94
"3774","ICE2",1.0925,"NA","315 vs 253","-",NA,"-",NA,"4 vs 3",1.02,"-",NA,"-",NA,"311 vs 250",1.07
"3775","PASD1",1.0925,"NA","120 vs 109","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"120 vs 109",1.09
"3776","DCLK3",1.0925,"NA","369 vs 321","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"368 vs 321",1.07
"3777","SMCR8",1.0924,"NA","589 vs 568","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"589 vs 567",1.12
"3778","TREML4",1.0924,"NA","252 vs 264","-",NA,"-",NA,"4 vs 0",1.14,"-",NA,"-",NA,"248 vs 264",0.96
"3779","TRAPPC11",1.0924,"NA","530 vs 503","-",NA,"-",NA,"4 vs 3",1,"-",NA,"-",NA,"526 vs 500",1.09
"3780","TRIP4",1.0923,"NA","107 vs 85","-",NA,"-",NA,"2 vs 4",0.99,"-",NA,"-",NA,"105 vs 81",1.1
"3781","KDM6A",1.0922,"2","54 vs 59","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"6 vs 8",0.95,"47 vs 51",0.95
"3782","DYNC1LI1",1.0921,"NA","335 vs 313","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.05,"334 vs 313",1.04
"3783","POU2F3",1.092,"NA","65 vs 65","-",NA,"-",NA,"3 vs 0",1.08,"-",NA,"1 vs 0",1.05,"61 vs 65",0.96
"3784","SEMG2",1.092,"NA","204 vs 214","-",NA,"-",NA,"28 vs 34",0.94,"-",NA,"-",NA,"176 vs 180",1.16
"3785","OR4C46",1.0919,"NA","5 vs 2","-",NA,"-",NA,"5 vs 2",1.09,"-",NA,"-",NA,"-",NA
"3786","UQCC1",1.0919,"NA","112 vs 80","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"11 vs 6",1.07,"99 vs 74",0.98
"3787","HAPLN3",1.0919,"NA","259 vs 242","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"2 vs 0",1.11,"256 vs 240",1.01
"3788","CLEC16A",1.0919,"NA","384 vs 387","-",NA,"-",NA,"1 vs 0",1.02,"0 vs 1",0.79,"9 vs 3",1.31,"374 vs 383",1.04
"3789","NTRK1",1.0919,"4","1602 vs 1561","-",NA,"-",NA,"-",NA,"-",NA,"7 vs 3",1.24,"1595 vs 1558",0.88
"3790","NR0B2",1.0917,"NA","69 vs 52","-",NA,"-",NA,"2 vs 3",0.98,"-",NA,"-",NA,"67 vs 49",1.12
"3791","FAH",1.0916,"NA","318 vs 363","-",NA,"-",NA,"5 vs 6",0.95,"-",NA,"4 vs 1",1.15,"309 vs 356",1
"3792","STOM",1.0916,"NA","516 vs 508","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"5 vs 3",1.07,"510 vs 505",1
"3793","C9orf78",1.0916,"NA","29 vs 25","-",NA,"-",NA,"2 vs 1",1,"-",NA,"7 vs 4",1.12,"20 vs 20",0.98
"3794","RNF149",1.0916,"NA","98 vs 84","-",NA,"-",NA,"1 vs 1",0.99,"31 vs 21",1.22,"10 vs 13",0.9,"56 vs 49",1.01
"3795","TDRD7",1.0915,"NA","143 vs 144","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"141 vs 144",1.05
"3796","RASSF4",1.0915,"NA","234 vs 248","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"234 vs 247",1.11
"3797","LILRB1",1.0915,"NA","938 vs 899","-",NA,"-",NA,"25 vs 18",0.92,"-",NA,"-",NA,"913 vs 881",1.18
"3798","PRKX",1.0915,"NA","13 vs 9","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"1 vs 0",1.05,"11 vs 9",1.02
"3799","SPECC1",1.0915,"NA","509 vs 532","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"508 vs 530",1.12
"3800","KCNE4",1.0915,"NA","11 vs 18","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"6 vs 9",0.92,"4 vs 9",0.98
"3801","LIM2",1.0914,"NA","59 vs 51","-",NA,"-",NA,"4 vs 0",1.1,"-",NA,"-",NA,"55 vs 51",0.99
"3802","RPS26",1.0914,"NA","1 vs 2","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"0 vs 2",0.9,"-",NA
"3803","DSG3",1.0913,"NA","1028 vs 1045","-",NA,"-",NA,"6 vs 2",1.15,"-",NA,"-",NA,"1022 vs 1043",0.95
"3804","STKLD1",1.0913,"NA","214 vs 187","-",NA,"-",NA,"9 vs 9",0.99,"-",NA,"-",NA,"205 vs 178",1.1
"3805","SMPD2",1.0912,"NA","76 vs 73","-",NA,"-",NA,"2 vs 0",1.06,"-",NA,"-",NA,"74 vs 73",1.03
"3806","UBFD1",1.0912,"NA","21 vs 15","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 2",1.09,"16 vs 13",1
"3807","TMEM128",1.0912,"NA","91 vs 87","-",NA,"-",NA,"3 vs 0",1.12,"-",NA,"-",NA,"88 vs 87",0.98
"3808","ANGPTL2",1.0911,"NA","57 vs 60","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"23 vs 21",1.15,"34 vs 38",0.97
"3809","OR8H2",1.0911,"NA","384 vs 321","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"384 vs 321",1.09
"3810","ARFRP1",1.0911,"NA","20 vs 25","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"3 vs 1",1.1,"16 vs 24",0.97
"3811","RHAG",1.0911,"NA","487 vs 467","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"4 vs 2",1.06,"481 vs 465",0.99
"3812","FBL",1.091,"NA","70 vs 75","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 3",1.09,"67 vs 72",1
"3813","PLPPR5",1.0908,"NA","9 vs 10","-",NA,"-",NA,"-",NA,"-",NA,"4 vs 2",1.11,"5 vs 8",0.98
"3814","CLDN22",1.0908,"NA","101 vs 99","-",NA,"-",NA,"2 vs 1",1.03,"-",NA,"-",NA,"99 vs 98",1.05
"3815","NDUFB1",1.0907,"NA","89 vs 79","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.1,"86 vs 78",0.99
"3816","COL5A1",1.0907,"NA","1456 vs 1530","-",NA,"-",NA,"-",NA,"-",NA,"563 vs 590",1.14,"893 vs 940",0.96
"3817","HARS2",1.0906,"NA","70 vs 63","-",NA,"-",NA,"3 vs 1",1.03,"-",NA,"-",NA,"67 vs 62",1.06
"3818","CTRC",1.0905,"NA","94 vs 81","-",NA,"-",NA,"2 vs 0",1.06,"-",NA,"-",NA,"92 vs 81",1.03
"3819","TRAM1L1",1.0904,"NA","24 vs 23","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.1,"21 vs 22",0.99
"3820","ESCO2",1.0904,"NA","253 vs 230","-",NA,"-",NA,"3 vs 1",1.04,"-",NA,"-",NA,"250 vs 229",1.05
"3821","TTLL5",1.0904,"NA","649 vs 622","-",NA,"-",NA,"3 vs 5",0.97,"-",NA,"-",NA,"646 vs 617",1.12
"3822","FGF3",1.0904,"NA","25 vs 20","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"4 vs 2",1.07,"20 vs 18",0.99
"3823","IDH3B",1.0903,"NA","30 vs 24","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"10 vs 10",1.06,"18 vs 13",1.01
"3824","SLC29A2",1.0903,"NA","112 vs 86","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"110 vs 86",1.05
"3825","WISP1",1.0902,"NA","951 vs 918","-",NA,"-",NA,"1 vs 3",0.97,"-",NA,"-",NA,"950 vs 915",1.12
"3826","C8G",1.0901,"NA","124 vs 77","-",NA,"-",NA,"2 vs 2",1,"-",NA,"-",NA,"122 vs 75",1.1
"3827","MTFMT",1.0901,"NA","408 vs 371","-",NA,"-",NA,"4 vs 4",0.97,"-",NA,"-",NA,"404 vs 367",1.12
"3828","ZFX",1.0901,"NA","35 vs 43","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"1 vs 3",0.9,"33 vs 40",1
"3829","GDI2",1.0901,"NA","34 vs 21","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.05,"33 vs 21",1.04
"3830","L3MBTL2",1.09,"NA","199 vs 171","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"26 vs 15",1.44,"173 vs 155",0.96
"3831","SCIN",1.09,"NA","1286 vs 1325","-",NA,"-",NA,"25 vs 29",0.95,"-",NA,"-",NA,"1261 vs 1296",1.15
"3832","PYDC2",1.0899,"NA","24 vs 22","-",NA,"-",NA,"4 vs 1",1.1,"-",NA,"-",NA,"20 vs 21",0.99
"3833","KLHDC4",1.0899,"NA","744 vs 756","-",NA,"-",NA,"4 vs 2",1.03,"-",NA,"-",NA,"740 vs 754",1.06
"3834","CSF2RB",1.0896,"NA","1165 vs 1161","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"1165 vs 1161",1.09
"3835","CHURC1-FNTB",1.0896,"NA","68 vs 69","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"68 vs 69",1.09
"3836","SEPT4",1.0895,"NA","79 vs 76","-",NA,"-",NA,"3 vs 1",1.03,"-",NA,"41 vs 39",1.06,"35 vs 36",1
"3837","SLC16A14",1.0894,"NA","535 vs 529","-",NA,"-",NA,"1 vs 1",0.99,"-",NA,"17 vs 14",1.09,"517 vs 514",1.02
"3838","GPR68",1.0893,"NA","60 vs 41","-",NA,"-",NA,"5 vs 5",0.97,"3 vs 4",0.68,"28 vs 15",1.61,"24 vs 17",1.02
"3839","CDKN1B",1.0892,"5","53 vs 43","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"53 vs 43",1.09
"3840","NAT14",1.0891,"NA","243 vs 220","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.08,"240 vs 219",1.01
"3841","MGME1",1.0889,"NA","283 vs 248","-",NA,"-",NA,"3 vs 0",1.08,"-",NA,"-",NA,"280 vs 248",1.01
"3842","PLEKHM2",1.0888,"NA","213 vs 175","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"213 vs 174",1.11
"3843","DTX4",1.0886,"NA","127 vs 116","-",NA,"1 vs 1",0.65,"-",NA,"-",NA,"24 vs 14",1.82,"102 vs 101",0.93
"3844","PEX19",1.0885,"NA","77 vs 61","-",NA,"-",NA,"3 vs 0",1.06,"-",NA,"-",NA,"74 vs 61",1.02
"3845","KLK6",1.0884,"NA","188 vs 167","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"1 vs 0",1.05,"186 vs 165",1.06
"3846","B3GNT4",1.0884,"NA","292 vs 303","-",NA,"-",NA,"2 vs 5",0.95,"-",NA,"-",NA,"290 vs 298",1.14
"3847","SURF1",1.0883,"NA","119 vs 110","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"119 vs 110",1.09
"3848","ELP1",1.0883,"NA","1062 vs 1099","-",NA,"-",NA,"5 vs 2",1.08,"-",NA,"-",NA,"1057 vs 1097",1.01
"3849","GTF2H3",1.0883,"NA","24 vs 14","-",NA,"-",NA,"3 vs 1",1.06,"-",NA,"-",NA,"21 vs 13",1.03
"3850","DENR",1.0883,"3","23 vs 26","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 1",1.1,"20 vs 25",0.99
"3851","TSPAN11",1.0882,"NA","262 vs 193","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"260 vs 193",1.04
"3852","AUTS2",1.0882,"3","247 vs 218","-",NA,"-",NA,"-",NA,"2 vs 0",1.48,"72 vs 75",0.74,"173 vs 143",0.99
"3853","DCAF4L2",1.088,"NA","81 vs 79","-",NA,"-",NA,"-",NA,"-",NA,"1 vs 0",1.05,"80 vs 79",1.03
"3854","PABPN1",1.088,"NA","19 vs 16","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"2 vs 4",0.89,"16 vs 12",1
"3855","TIMM29",1.0879,"NA","61 vs 49","-",NA,"-",NA,"-",NA,"1 vs 1",0.95,"36 vs 24",1.16,"24 vs 24",0.99
"3856","APOH",1.0876,"NA","1815 vs 1809","-",NA,"-",NA,"4 vs 3",1.02,"-",NA,"-",NA,"1811 vs 1806",1.07
"3857","DUSP4",1.0875,"NA","31 vs 35","-",NA,"-",NA,"-",NA,"-",NA,"11 vs 9",1.1,"20 vs 26",0.98
"3858","C1orf123",1.0874,"NA","75 vs 69","-",NA,"-",NA,"4 vs 1",1.12,"-",NA,"-",NA,"71 vs 68",0.97
"3859","FNDC5",1.0874,"NA","29 vs 29","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"11 vs 11",1.09,"17 vs 18",0.98
"3860","TOX4",1.0874,"NA","90 vs 76","-",NA,"-",NA,"-",NA,"-",NA,"47 vs 47",0.97,"43 vs 29",1.12
"3861","ZNF25",1.0874,"NA","46 vs 42","-",NA,"-",NA,"4 vs 0",1.1,"-",NA,"-",NA,"42 vs 42",0.99
"3862","FAM98B",1.0873,"NA","49 vs 35","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"48 vs 35",1.07
"3863","FGB",1.0873,"NA","148 vs 141","-",NA,"-",NA,"0 vs 3",0.94,"-",NA,"-",NA,"148 vs 138",1.16
"3864","SGK3",1.0872,"NA","35 vs 29","-",NA,"-",NA,"1 vs 1",1,"-",NA,"20 vs 12",1.1,"14 vs 16",0.99
"3865","DEFB116",1.087,"NA","349 vs 349","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"349 vs 349",1.09
"3866","FAM174A",1.0869,"NA","130 vs 151","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"83 vs 83",1.1,"46 vs 68",0.97
"3867","PPHLN1",1.0869,"NA","238 vs 203","-",NA,"-",NA,"4 vs 1",1.08,"-",NA,"-",NA,"234 vs 202",1.01
"3868","TNNI1",1.0869,"NA","36 vs 26","-",NA,"-",NA,"0 vs 1",0.98,"23 vs 14",1.03,"8 vs 6",1.08,"5 vs 5",0.99
"3869","APLNR",1.0869,"NA","116 vs 97","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"116 vs 97",1.09
"3870","SGPP2",1.0868,"NA","102 vs 101","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"101 vs 101",1.06
"3871","CADPS2",1.0868,"4","268 vs 271","2 vs 1",1.05,"-",NA,"-",NA,"-",NA,"16 vs 11",1.19,"250 vs 259",0.87
"3872","PIMREG",1.0868,"NA","53 vs 39","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"53 vs 39",1.09
"3873","DCP1B",1.0868,"NA","3268 vs 2944","-",NA,"-",NA,"6 vs 2",1.05,"-",NA,"-",NA,"3262 vs 2942",1.03
"3874","DHX33",1.0868,"NA","448 vs 405","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"263 vs 246",1.02,"184 vs 159",1.04
"3875","CAPN12",1.0867,"4","396 vs 378","-",NA,"-",NA,"6 vs 5",1.05,"-",NA,"-",NA,"390 vs 373",1.03
"3876","HSPA1L",1.0867,"NA","614 vs 599","-",NA,"-",NA,"-",NA,"-",NA,"100 vs 83",1.19,"514 vs 516",0.91
"3877","CHADL",1.0867,"NA","54 vs 40","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"54 vs 40",1.09
"3878","TIGD7",1.0865,"NA","132 vs 127","-",NA,"-",NA,"5 vs 5",1.01,"-",NA,"-",NA,"127 vs 122",1.08
"3879","PLCH1",1.0864,"NA","779 vs 803","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"121 vs 123",1.12,"656 vs 679",0.95
"3880","RNF11",1.0862,"NA","5 vs 2","-",NA,"-",NA,"-",NA,"-",NA,"3 vs 2",1.07,"2 vs 0",1.01
"3881","KRTAP12-2",1.0861,"NA","832 vs 802","-",NA,"-",NA,"3 vs 3",0.96,"-",NA,"-",NA,"829 vs 799",1.13
"3882","TLR6",1.0861,"NA","935 vs 951","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"-",NA,"933 vs 950",1.06
"3883","ELOVL7",1.0861,"NA","76 vs 59","-",NA,"-",NA,"5 vs 5",0.97,"-",NA,"-",NA,"71 vs 54",1.12
"3884","NUDT19",1.086,"NA","157 vs 122","-",NA,"-",NA,"10 vs 4",1.07,"-",NA,"-",NA,"147 vs 118",1.02
"3885","PPME1",1.0859,"NA","28 vs 20","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 3",1.06,"23 vs 17",1.03
"3886","IL27",1.0859,"NA","21 vs 15","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 3",1.07,"16 vs 12",1.02
"3887","RICTOR",1.0858,"NA","454 vs 423","-",NA,"-",NA,"-",NA,"2 vs 2",0.91,"46 vs 50",1.11,"406 vs 371",1.08
"3888","GSPT1",1.0858,"NA","97 vs 86","-",NA,"-",NA,"-",NA,"-",NA,"10 vs 11",1.09,"87 vs 75",1
"3889","UGT1A8",1.0858,"NA","4 vs 0","-",NA,"-",NA,"4 vs 0",1.09,"-",NA,"-",NA,"-",NA
"3890","ATP6V1A",1.0857,"NA","30 vs 20","-",NA,"-",NA,"-",NA,"5 vs 3",1.08,"12 vs 11",0.98,"13 vs 6",1.02
"3891","TEX13A",1.0857,"NA","131 vs 145","-",NA,"-",NA,"3 vs 0",1.12,"-",NA,"-",NA,"128 vs 145",0.97
"3892","IPO8",1.0857,"NA","472 vs 514","-",NA,"0 vs 0",1,"-",NA,"4 vs 3",0.89,"10 vs 4",1.22,"458 vs 507",1
"3893","ZWINT",1.0856,"NA","91 vs 96","-",NA,"-",NA,"5 vs 1",1.06,"-",NA,"-",NA,"86 vs 95",1.03
"3894","SLC22A5",1.0856,"NA","328 vs 307","-",NA,"-",NA,"3 vs 3",0.98,"-",NA,"5 vs 2",1.09,"320 vs 302",1.01
"3895","MBLAC2",1.0855,"NA","48 vs 38","-",NA,"-",NA,"4 vs 2",1.01,"-",NA,"9 vs 5",1.1,"35 vs 31",0.97
"3896","PGBD5",1.0855,"NA","101 vs 98","-",NA,"-",NA,"-",NA,"-",NA,"85 vs 81",1.1,"16 vs 17",0.99
"3897","TBX10",1.0854,"NA","216 vs 181","-",NA,"-",NA,"0 vs 1",0.98,"-",NA,"-",NA,"216 vs 180",1.11
"3898","LRRK2",1.0853,"NA","1289 vs 1260","-",NA,"-",NA,"5 vs 8",0.9,"-",NA,"297 vs 290",1.2,"987 vs 962",1
"3899","EFCAB2",1.0852,"NA","31 vs 28","-",NA,"-",NA,"3 vs 0",1.12,"-",NA,"-",NA,"28 vs 28",0.97
"3900","SLC39A1",1.0852,"NA","49 vs 38","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"4 vs 2",1.06,"44 vs 36",1
"3901","VPS26A",1.0851,"NA","47 vs 36","-",NA,"-",NA,"-",NA,"-",NA,"5 vs 3",1.07,"42 vs 33",1.01
"3902","ZBED3",1.0851,"NA","5 vs 12","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"4 vs 12",0.89,"-",NA
"3903","CEP120",1.085,"NA","348 vs 312","-",NA,"-",NA,"2 vs 2",1.01,"-",NA,"-",NA,"346 vs 310",1.07
"3904","ANKRD52",1.085,"NA","577 vs 580","-",NA,"-",NA,"-",NA,"-",NA,"36 vs 28",1.1,"541 vs 552",0.99
"3905","CP",1.0849,"NA","922 vs 901","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"-",NA,"920 vs 901",1.04
"3906","OR2M3",1.0849,"NA","267 vs 221","-",NA,"-",NA,"2 vs 0",1.06,"-",NA,"-",NA,"265 vs 221",1.03
"3907","TNS2",1.0848,"NA","1253 vs 1294","-",NA,"-",NA,"3 vs 1",1.06,"-",NA,"1 vs 0",1.05,"1249 vs 1293",0.98
"3908","GHDC",1.0848,"NA","221 vs 212","-",NA,"-",NA,"4 vs 3",1.03,"-",NA,"-",NA,"217 vs 209",1.05
"3909","COMMD7",1.0847,"NA","24 vs 20","-",NA,"-",NA,"3 vs 1",1.09,"-",NA,"-",NA,"21 vs 19",0.99
"3910","FGFBP2",1.0847,"NA","638 vs 647","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"-",NA,"637 vs 647",1.06
"3911","IQCB1",1.0847,"NA","272 vs 237","-",NA,"-",NA,"9 vs 6",1.06,"-",NA,"-",NA,"263 vs 231",1.03
"3912","BAIAP2",1.0846,"5","34 vs 54","-",NA,"-",NA,"1 vs 0",1.02,"1 vs 0",1.21,"10 vs 9",0.96,"22 vs 45",0.91
"3913","RASSF5",1.0846,"4","102 vs 100","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"30 vs 28",1.1,"70 vs 72",0.95
"3914","TRIR",1.0845,"NA","5 vs 4","-",NA,"-",NA,"-",NA,"5 vs 3",1.14,"0 vs 1",0.95,"-",NA
"3915","OR5AU1",1.0844,"NA","296 vs 238","-",NA,"-",NA,"13 vs 8",0.99,"-",NA,"-",NA,"283 vs 230",1.1
"3916","ABHD11",1.0843,"NA","141 vs 118","-",NA,"-",NA,"1 vs 0",1.02,"-",NA,"5 vs 3",1.06,"135 vs 115",1
"3917","OR52R1",1.0842,"NA","163 vs 150","-",NA,"-",NA,"8 vs 12",0.97,"-",NA,"-",NA,"155 vs 138",1.12
