"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"VAV2",4,11,0.363627807590893,0.982421875,0,0,0,1,4,11,0.363627807590893,0.982421875
"BRD3",1,3,0.33332444571292,0.9375,0,2,0,1,1,5,0.200016783456664,0.984375
"WDR5",0,0,0,1,0,0,0,1,0,0,0,1
"RXRA",0,0,0,1,13,13,1,0.577490508556366,13,13,1,0.577490508556366
"COL5A1",0,0,0,1,0,0,0,1,0,0,0,1
"FCN2",26,12,2.16660119165135,0.0167762198398123,0,0,0,1,26,12,2.16660119165135,0.0167762198398123
"FCN1",20,22,0.909104311940488,0.678015521814813,0,0,0,1,20,22,0.909104311940488,0.678015521814813
"OLFM1",0,0,0,1,5,4,1.24998786284456,0.5,5,4,1.24998786284456,0.5
"C9orf116",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"MRPS2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"LCN1",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"OBP2A",0,1,0,1,0,0,0,1,0,1,0,1
"PAEP",0,0,0,1,0,0,0,1,0,0,0,1
"GLT6D1",0,0,0,1,0,0,0,1,0,0,0,1
"LCN9",11,5,2.19993285834997,0.105056762695313,0,0,0,1,11,5,2.19993285834997,0.105056762695313
"SOHLH1",0,0,0,1,0,0,0,1,0,0,0,1
"KCNT1",5,2,2.50006680582914,0.2265625,1,0,Inf,0.5,6,2,3.00007958303127,0.14453125
"CAMSAP1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"UBAC1",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"NACC2",2,2,1,0.6875,1,0,Inf,0.5,3,2,1.49997155670705,0.5
"LHX3",0,3,0,1,20,13,1.53843062201474,0.148103184299543,20,16,1.2499878627668,0.308859658514848
"QSOX2",3,4,0.750009838248499,0.7734375,7,4,1.74995640367567,0.2744140625,10,8,1.24998786282077,0.407264709472656
"GPSM1",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"DNLZ",0,0,0,1,0,0,0,1,0,0,0,1
"CARD9",5,6,0.833339670308138,0.7255859375,1,0,Inf,0.5,6,6,1,0.61279296875
"SNAPC4",5,9,0.555569875658781,0.91021728515625,0,0,0,1,5,9,0.555569875658781,0.91021728515625
"PMPCA",6,2,3.00007958303127,0.14453125,0,0,0,1,6,2,3.00007958303127,0.14453125
"INPP5E",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"SEC16A",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"NOTCH1",0,1,0,1,17,21,0.809531169001902,0.791153904581734,17,22,0.772736191988164,0.831608182405034
"EGFL7",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"AGPAT2",7,8,0.875004583473351,0.696380615234375,0,0,0,1,7,8,0.875004583473351,0.696380615234375
"LCN10",0,0,0,1,0,0,0,1,0,0,0,1
"LCN6",13,11,1.18181009627599,0.419409871101379,0,0,0,1,13,11,1.18181009627599,0.419409871101379
"LCN8",0,0,0,1,0,0,0,1,0,0,0,1
"LCN15",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"TMEM141",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"CCDC183",15,11,1.3636168720233,0.278598546981812,0,0,0,1,15,11,1.3636168720233,0.278598546981812
"RABL6",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"PHPT1",11,8,1.37497975778907,0.323802947998047,0,0,0,1,11,8,1.37497975778907,0.323802947998047
"MAMDC4",38,44,0.863641412740868,0.780147285407088,0,0,0,1,38,44,0.863641412740868,0.780147285407088
"EDF1",0,0,0,1,5,2,2.50006680582914,0.2265625,5,2,2.50006680582914,0.2265625
"TRAF2",0,0,0,1,7,7,1,0.604736328125,7,7,1,0.604736328125
"FBXW5",15,7,2.14279286573673,0.0669002532958985,0,0,0,1,15,7,2.14279286573673,0.0669002532958985
"C8G",20,25,0.800007767923994,0.814350982764494,0,0,0,1,20,25,0.800007767923994,0.814350982764494
"LCN12",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"PTGDS",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"LCNL1",0,0,0,1,0,0,0,1,0,0,0,1
"CLIC3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ABCA2",3,1,3.0000799907165,0.3125,38,39,0.974355008533555,0.590053548125474,41,40,1.02500374343975,0.5
"FUT7",0,0,0,1,0,0,0,1,0,0,0,1
"NPDC1",0,0,0,1,0,0,0,1,0,0,0,1
"ENTPD2",15,10,1.49997154797645,0.212178111076355,0,0,0,1,15,10,1.49997154797645,0.212178111076355
"SAPCD2",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"UAP1L1",6,11,0.54546889419314,0.928268432617188,0,0,0,1,6,11,0.54546889419314,0.928268432617188
"MAN1B1",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"DPP7",19,16,1.18749159425066,0.36793940042844,0,0,0,1,19,16,1.18749159425066,0.36793940042844
"GRIN1",0,0,0,1,16,10,1.59996524405347,0.163469791412354,16,10,1.59996524405347,0.163469791412354
"LRRC26",3,4,0.750009838248499,0.7734375,0,1,0,1,3,5,0.600013956752488,0.85546875
"TMEM210",0,1,0,1,0,0,0,1,0,1,0,1
"ANAPC2",0,1,0,1,0,0,0,1,0,1,0,1
"SSNA1",13,23,0.565231670869124,0.967377332388423,0,0,0,1,13,23,0.565231670869124,0.967377332388423
"TPRN",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"TMEM203",0,0,0,1,3,1,3.0000799907165,0.3125,3,1,3.0000799907165,0.3125
"NDOR1",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"RNF208",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"SLC34A3",11,7,1.57139558889057,0.240341186523438,0,0,0,1,11,7,1.57139558889057,0.240341186523438
"FAM166A",19,19,1,0.564292660317733,0,0,0,1,19,19,1,0.564292660317733
"NELFB",7,4,1.74995640367567,0.2744140625,2,4,0.500014255437044,0.890625,9,8,1.12499491149791,0.5
"TOR4A",1,0,Inf,0.5,9,12,0.750009839348803,0.808344841003418,10,12,0.833339669879168,0.738266468048096
"NRARP",0,0,0,1,2,6,0.33332449100887,0.96484375,2,6,0.33332449100887,0.96484375
"EXD3",19,17,1.11764232910394,0.43396970021422,0,0,0,1,19,17,1.11764232910394,0.43396970021422
"NOXA1",15,9,1.66662788897156,0.153728127479553,11,7,1.57139558889057,0.240341186523438,26,16,1.62496370873763,0.0820747008915536
"ENTPD8",16,10,1.59996524405347,0.163469791412354,0,0,0,1,16,10,1.59996524405347,0.163469791412354
"NSMF",2,0,Inf,0.25,1,0,Inf,0.5,3,0,Inf,0.125
"PNPLA7",53,46,1.15216744862634,0.273356741799407,0,0,0,1,53,46,1.15216744862634,0.273356741799407
"MRPL41",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"DPH7",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"ZMYND19",0,1,0,1,1,2,0.500014255100735,0.875,1,3,0.33332444571292,0.9375
"ARRDC1",4,7,0.571442807317693,0.88671875,0,0,0,1,4,7,0.571442807317693,0.88671875
"EHMT1",1,1,1,0.75,2,2,1,0.6875,3,3,1,0.65625
"CACNA1B",4,3,1.33331584334321,0.5,7,6,1.16665941848379,0.5,11,9,1.22221178418982,0.411901473999024
"NFIB",1,1,1,0.75,9,9,1,0.592735290527344,10,10,1,0.588098526000976
"ZDHHC21",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CER1",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"FREM1",11,16,0.68751205105755,0.876105718314647,0,0,0,1,11,16,0.68751205105755,0.876105718314647
"TTC39B",18,17,1.05884486925089,0.5,0,0,0,1,18,17,1.05884486925089,0.5
"SNAPC3",6,10,0.600013958522591,0.894943237304688,0,0,0,1,6,10,0.600013958522591,0.894943237304688
"PSIP1",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"CCDC171",39,43,0.906988027119551,0.709442772911677,0,0,0,1,39,43,0.906988027119551,0.709442772911677
"BNC2",1,2,0.500014255100735,0.875,10,3,3.33354623261725,0.046142578125,11,5,2.19993285834997,0.105056762695313
"CNTLN",28,17,1.64702120105124,0.0675782254228353,0,0,0,1,28,17,1.64702120105124,0.0675782254228353
"SH3GL2",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"ADAMTSL1",9,10,0.900004766557158,0.676197052001953,0,0,0,1,9,10,0.900004766557158,0.676197052001953
"RRAGA",4,0,Inf,0.0625,0,1,0,1,4,1,3.99955850143943,0.1875
"HAUS6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PLIN2",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"DENND4C",9,8,1.12499491149791,0.5,0,0,0,1,9,8,1.12499491149791,0.5
"ACER2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SLC24A2",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"SMARCA2",2,1,1.99994298122268,0.5,12,9,1.33331584138716,0.331811904907227,14,10,1.39997810116283,0.270628094673157
"MLLT3",0,0,0,1,3,2,1.49997155670705,0.5,3,2,1.49997155670705,0.5
"FOCAD",26,27,0.962954438292779,0.60807684889525,0,0,0,1,26,27,0.962954438292779,0.60807684889525
"KLHL9",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"C9orf66",0,0,0,1,0,0,0,1,0,0,0,1
"IFNE",0,0,0,1,0,0,0,1,0,0,0,1
"MTAP",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"CDKN2A",0,0,0,1,0,0,0,1,0,0,0,1
"CDKN2B",0,1,0,1,0,0,0,1,0,1,0,1
"DMRTA1",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"ELAVL2",0,0,0,1,0,0,0,1,0,0,0,1
"TUSC1",2,2,1,0.6875,1,0,Inf,0.5,3,2,1.49997155670705,0.5
"VLDLR",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"CAAP1",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"PLAA",4,1,3.99955850143943,0.1875,2,3,0.666679308369914,0.8125,6,4,1.49997155452711,0.376953125
"IFT74",11,22,0.500014258477281,0.982458983315155,0,0,0,1,11,22,0.500014258477281,0.982458983315155
"LRRC19",0,2,0,1,0,0,0,1,0,2,0,1
"TEK",2,3,0.666679308369914,0.8125,16,13,1.23075827638232,0.355535551905632,18,16,1.12499491306091,0.432083120220341
"DOCK8",18,28,0.64287036880966,0.948097322247946,0,0,0,1,18,28,0.64287036880966,0.948097322247946
"KCNV2",18,10,1.79995359526141,0.0924666710197926,0,0,0,1,18,10,1.79995359526141,0.0924666710197926
"EQTN",10,4,2.50006639448486,0.08978271484375,0,0,0,1,10,4,2.50006639448486,0.08978271484375
"MOB3B",0,0,0,1,0,0,0,1,0,0,0,1
"IFNK",0,0,0,1,0,0,0,1,0,0,0,1
"C9orf72",5,0,Inf,0.03125,0,0,0,1,5,0,Inf,0.03125
"LINGO2",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"RFX3",1,0,Inf,0.5,6,2,3.00007958303127,0.14453125,7,2,3.49954044171834,0.08984375
"ACO1",4,16,0.250027707715206,0.998711585998535,0,0,0,1,4,16,0.250027707715206,0.998711585998535
"DDX58",16,14,1.14285115766047,0.427767775952816,0,0,0,1,16,14,1.14285115766047,0.427767775952816
"TOPORS",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"NDUFB6",0,0,0,1,0,0,0,1,0,0,0,1
"TAF1L",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"TMEM215",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"APTX",9,16,0.562514291788201,0.94612392783165,0,0,0,1,9,16,0.562514291788201,0.94612392783165
"DNAJA1",0,1,0,1,0,0,0,1,0,1,0,1
"SMU1",0,0,0,1,0,1,0,1,0,1,0,1
"B4GALT1",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"SPINK4",0,1,0,1,0,0,0,1,0,1,0,1
"BAG1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"CHMP5",0,0,0,1,0,0,0,1,0,0,0,1
"NFX1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"AQP7",0,0,0,1,0,0,0,1,0,0,0,1
"AQP3",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"NOL6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ANKRD18B",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"PRSS3",0,0,0,1,0,0,0,1,0,0,0,1
"UBE2R2",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"UBAP2",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"DCAF12",0,2,0,1,0,0,0,1,0,2,0,1
"UBAP1",0,1,0,1,0,0,0,1,0,1,0,1
"KIF24",29,23,1.26085674786996,0.244227834689946,0,0,0,1,29,23,1.26085674786996,0.244227834689946
"NUDT2",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"C9orf24",8,2,3.99955791056516,0.0546875,0,0,0,1,8,2,3.99955791056516,0.0546875
"FAM219A",0,1,0,1,1,1,1,0.75,1,2,0.500014255100735,0.875
"DNAI1",11,8,1.37497975778907,0.323802947998047,0,0,0,1,11,8,1.37497975778907,0.323802947998047
"ENHO",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CNTFR",0,0,0,1,0,0,0,1,0,0,0,1
"RPP25L",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"DCTN3",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"ARID3C",11,12,0.916687019413837,0.661180257797241,0,0,0,1,11,12,0.916687019413837,0.661180257797241
"SIGMAR1",2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5,4,2,1.99994297987752,0.34375
"GALT",7,5,1.39997810432657,0.38720703125,11,8,1.37497975778907,0.323802947998047,18,13,1.38459450290059,0.236564829945564
"IL11RA",8,4,1.99994297718361,0.19384765625,0,0,0,1,8,4,1.99994297718361,0.19384765625
"CCL27",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"CCL19",0,0,0,1,0,0,0,1,0,0,0,1
"CCL21",0,0,0,1,0,0,0,1,0,0,0,1
"DNAJB5",3,0,Inf,0.125,4,9,0.444428746304954,0.953857421875,7,9,0.777786485980489,0.772750854492188
"C9orf131",0,0,0,1,0,0,0,1,0,0,0,1
"VCP",2,6,0.33332449100887,0.96484375,10,4,2.50006639448486,0.08978271484375,12,10,1.19999087544338,0.415905952453613
"FANCG",8,10,0.800007767870128,0.759658813476562,0,0,0,1,8,10,0.800007767870128,0.759658813476562
"PIGO",16,15,1.06669380145899,0.5,0,0,0,1,16,15,1.06669380145899,0.5
"STOML2",0,5,0,1,4,1,3.99955850143943,0.1875,4,6,0.666679309338813,0.828125
"FAM214B",0,0,0,1,0,0,0,1,0,0,0,1
"UNC13B",15,11,1.3636168720233,0.278598546981812,0,0,0,1,15,11,1.3636168720233,0.278598546981812
"RUSC2",7,2,3.49954044171834,0.08984375,0,0,0,1,7,2,3.49954044171834,0.08984375
"FAM166B",13,19,0.684222677549576,0.892336425138638,0,0,0,1,13,19,0.684222677549576,0.892336425138638
"TESK1",1,0,Inf,0.5,4,6,0.666679309338813,0.828125,5,6,0.833339670308138,0.7255859375
"CD72",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SIT1",0,0,0,1,0,0,0,1,0,0,0,1
"CCDC107",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ARHGEF39",17,10,1.69995926362378,0.123894281685352,0,0,0,1,17,10,1.69995926362378,0.123894281685352
"CA9",9,4,2.25007947463828,0.1334228515625,0,0,0,1,9,4,2.25007947463828,0.1334228515625
"TPM2",2,4,0.500014255437044,0.890625,3,6,0.500014255773652,0.91015625,5,10,0.500014256447766,0.940765380859375
"TLN1",4,5,0.800007767854906,0.74609375,24,26,0.92310274517622,0.664094483117317,28,31,0.90323357280992,0.698538399371424
"CREB3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GBA2",8,4,1.99994297718361,0.19384765625,0,0,0,1,8,4,1.99994297718361,0.19384765625
"RGP1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"MSMP",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"NPR2",4,4,1,0.63671875,2,4,0.500014255437044,0.890625,6,8,0.750009838798097,0.78802490234375
"SPAG8",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"HINT2",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"FAM221B",0,2,0,1,0,0,0,1,0,2,0,1
"TMEM8B",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"OR13J1",1,5,0.200016783456664,0.984375,0,0,0,1,1,5,0.200016783456664,0.984375
"RECK",5,16,0.312484821070666,0.996401309967041,0,0,0,1,5,16,0.312484821070666,0.996401309967041
"GLIPR2",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"CCIN",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CLTA",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GNE",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"RNF38",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"MELK",11,8,1.37497975778907,0.323802947998047,0,0,0,1,11,8,1.37497975778907,0.323802947998047
"PAX5",0,0,0,1,0,2,0,1,0,2,0,1
"ZCCHC7",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"GRHPR",10,19,0.526330142758832,0.969285827130079,0,0,0,1,10,19,0.526330142758832,0.969285827130079
"ZBTB5",1,5,0.200016783456664,0.984375,0,0,0,1,1,5,0.200016783456664,0.984375
"POLR1E",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"FBXO10",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"TOMM5",0,0,0,1,0,0,0,1,0,0,0,1
"FRMPD1",13,17,0.764715131349215,0.819202695973217,0,0,0,1,13,17,0.764715131349215,0.819202695973217
"TRMT10B",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"EXOSC3",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"DCAF10",3,2,1.49997155670705,0.5,13,12,1.08330295986907,0.5,16,14,1.14285115766047,0.427767775952816
"SLC25A51",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"SHB",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"GLIS3",19,12,1.58329960339906,0.140520757529885,0,0,0,1,19,12,1.58329960339906,0.140520757529885
"ALDH1B1",9,10,0.900004766557158,0.676197052001953,0,0,0,1,9,10,0.900004766557158,0.676197052001953
"IGFBPL1",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"ANKRD18A",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"ANKRD20A2",0,0,0,1,1,2,0.500014255100735,0.875,1,2,0.500014255100735,0.875
"CBWD6",0,0,0,1,0,0,0,1,0,0,0,1
"CNTNAP3B",6,16,0.374991121363671,0.991549730300903,0,0,0,1,6,16,0.374991121363671,0.991549730300903
"SLC1A1",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"SPATA6L",9,5,1.79995360406146,0.21197509765625,0,0,0,1,9,5,1.79995360406146,0.21197509765625
"CDC37L1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"AK3",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"RCL1",0,0,0,1,0,0,0,1,0,0,0,1
"JAK2",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"INSL6",9,6,1.49997155234536,0.303619384765625,0,0,0,1,9,6,1.49997155234536,0.303619384765625
"INSL4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RLN2",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"RLN1",0,1,0,1,0,0,0,1,0,1,0,1
"PLGRKT",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CD274",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"PDCD1LG2",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"ERMP1",10,13,0.769239832262526,0.797563552856445,3,5,0.600013956752488,0.85546875,13,18,0.722233114392046,0.859479242470115
"MLANA",14,2,6.99954913744577,0.0020904541015625,0,0,0,1,14,2,6.99954913744577,0.0020904541015625
"KIAA2026",8,21,0.380943270898608,0.995934970676899,0,0,0,1,8,21,0.380943270898608,0.995934970676899
"RANBP6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"IL33",6,13,0.461552408604933,0.968215942382812,0,0,0,1,6,13,0.461552408604933,0.968215942382812
"TPD52L3",0,0,0,1,0,0,0,1,0,0,0,1
"UHRF2",1,0,Inf,0.5,5,3,1.66662789881154,0.36328125,6,3,1.99994297853116,0.25390625
"GLDC",8,2,3.99955791056516,0.0546875,0,0,0,1,8,2,3.99955791056516,0.0546875
"KDM4C",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"PGM5",0,0,0,1,0,0,0,1,0,0,0,1
"TMEM252",0,0,0,1,0,0,0,1,0,0,0,1
"FAM122A",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"PIP5K1B",2,3,0.666679308369914,0.8125,20,16,1.2499878627668,0.308859658514848,22,19,1.157887963984,0.377614328752315
"FXN",0,0,0,1,0,0,0,1,0,0,0,1
"TJP2",8,10,0.800007767870128,0.759658813476562,0,0,0,1,8,10,0.800007767870128,0.759658813476562
"FAM189A2",6,8,0.750009838798097,0.78802490234375,0,0,0,1,6,8,0.750009838798097,0.78802490234375
"APBA1",1,2,0.500014255100735,0.875,0,1,0,1,1,3,0.33332444571292,0.9375
"PTAR1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"C9orf135",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"MAMDC2",1,6,0.166678456622776,0.9921875,0,0,0,1,1,6,0.166678456622776,0.9921875
"SMC5",9,5,1.79995360406146,0.21197509765625,0,0,0,1,9,5,1.79995360406146,0.21197509765625
"KLF9",0,1,0,1,1,2,0.500014255100735,0.875,1,3,0.33332444571292,0.9375
"TRPM3",5,8,0.62501357396942,0.8665771484375,19,14,1.35712379359445,0.243425120832398,24,22,1.09088494456476,0.4414979560612
"KANK1",15,7,2.14279286573673,0.0669002532958985,0,0,0,1,15,7,2.14279286573673,0.0669002532958985
"ABHD17B",1,0,Inf,0.5,1,0,Inf,0.5,2,0,Inf,0.25
"C9orf85",8,12,0.666679311279021,0.868412017822266,0,0,0,1,8,12,0.666679311279021,0.868412017822266
"GDA",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"TMC1",23,19,1.21051657561297,0.321984478185187,0,0,0,1,23,19,1.21051657561297,0.321984478185187
"ALDH1A1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ANXA1",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"RORB",0,0,0,1,11,7,1.57139558889057,0.240341186523438,11,7,1.57139558889057,0.240341186523438
"TRPM6",9,10,0.900004766557158,0.676197052001953,0,0,0,1,9,10,0.900004766557158,0.676197052001953
"C9orf40",0,0,0,1,4,3,1.33331584334321,0.5,4,3,1.33331584334321,0.5
"NMRK1",0,4,0,1,0,0,0,1,0,4,0,1
"OSTF1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"PCSK5",7,3,2.33340772037698,0.171875,42,44,0.954532559741676,0.626732808855471,49,47,1.04256450446694,0.459389017682269
"RFK",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GCNT1",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"PRUNE2",11,9,1.22221178418982,0.411901473999024,0,0,0,1,11,9,1.22221178418982,0.411901473999024
"VPS13A",20,20,1,0.56268534380979,1,3,0.33332444571292,0.9375,21,23,0.913060519332774,0.674206086395542
"GNA14",20,8,2.50006557011993,0.0178490690886974,0,0,0,1,20,8,2.50006557011993,0.0178490690886974
"GNAQ",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"CEP78",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PSAT1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"TLE4",1,1,1,0.75,14,9,1.55552356454578,0.202436447143555,15,10,1.49997154797645,0.212178111076355
"TLE1",0,1,0,1,21,22,0.954532598318341,0.619604178719327,21,23,0.913060519332774,0.674206086395542
"SPATA31D1",0,1,0,1,0,0,0,1,0,1,0,1
"RASEF",13,8,1.62496372108961,0.191655158996582,0,0,0,1,13,8,1.62496372108961,0.191655158996582
"FRMD3",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"IDNK",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"UBQLN1",1,0,Inf,0.5,3,3,1,0.65625,4,3,1.33331584334321,0.5
"GKAP1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"KIF27",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"C9orf64",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"HNRNPK",0,0,0,1,3,1,3.0000799907165,0.3125,3,1,3.0000799907165,0.3125
"RMI1",0,0,0,1,0,0,0,1,0,0,0,1
"DMRT1",0,1,0,1,0,0,0,1,0,1,0,1
"SLC28A3",15,12,1.24998786279485,0.350554019212723,0,0,0,1,15,12,1.24998786279485,0.350554019212723
"NTRK2",0,0,0,1,10,10,1,0.588098526000976,10,10,1,0.588098526000976
"PTPRD",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"AGTPBP1",4,2,1.99994297987752,0.34375,2,1,1.99994298122268,0.5,6,3,1.99994297853116,0.25390625
"NAA35",1,0,Inf,0.5,2,3,0.666679308369914,0.8125,3,3,1,0.65625
"GOLM1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"C9orf153",0,0,0,1,0,0,0,1,0,0,0,1
"ISCA1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"DAPK1",7,2,3.49954044171834,0.08984375,0,0,0,1,7,2,3.49954044171834,0.08984375
"CTSL",0,2,0,1,0,0,0,1,0,2,0,1
"SPATA31E1",0,0,0,1,0,0,0,1,0,0,0,1
