"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"CDK20",12,12,1,0.580590128898621,0,0,0,1,12,12,1,0.580590128898621
"SPIN1",0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
"NXNL2",1,3,0.33332444571292,0.9375,1,1,1,0.75,2,4,0.500014255437044,0.890625
"S1PR3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SHC3",2,1,1.99994298122268,0.5,12,13,0.923102804150803,0.654981017112732,14,14,1,0.574722990393638
"CKS2",0,0,0,1,0,0,0,1,0,0,0,1
"SECISBP2",9,12,0.750009839348803,0.808344841003418,0,0,0,1,9,12,0.750009839348803,0.808344841003418
"SEMA4D",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"GADD45G",0,0,0,1,0,2,0,1,0,2,0,1
"DIRAS2",0,0,0,1,0,2,0,1,0,2,0,1
"SYK",2,1,1.99994298122268,0.5,3,1,3.0000799907165,0.3125,5,2,2.50006680582914,0.2265625
"AUH",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"NFIL3",0,0,0,1,0,0,0,1,0,0,0,1
"ROR2",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"SPTLC1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"IARS",16,13,1.23075827638232,0.355535551905632,0,0,0,1,16,13,1.23075827638232,0.355535551905632
"NOL8",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"CENPP",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"OGN",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"OMD",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"ASPN",11,17,0.647071952389608,0.907533328980207,0,0,0,1,11,17,0.647071952389608,0.907533328980207
"ECM2",3,7,0.428557766080607,0.9453125,0,0,0,1,3,7,0.428557766080607,0.9453125
"IPPK",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"BICD2",0,0,0,1,3,1,3.0000799907165,0.3125,3,1,3.0000799907165,0.3125
"ZNF484",0,0,0,1,0,0,0,1,0,0,0,1
"FGD3",2,4,0.500014255437044,0.890625,4,1,3.99955850143943,0.1875,6,5,1.19999087482567,0.5
"SUSD3",13,21,0.619061301091269,0.93927525752224,0,0,0,1,13,21,0.619061301091269,0.93927525752224
"NINJ1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"WNK2",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"C9orf129",1,0,Inf,0.5,2,2,1,0.6875,3,2,1.49997155670705,0.5
"FAM120AOS",0,0,0,1,0,0,0,1,0,0,0,1
"FAM120A",2,1,1.99994298122268,0.5,5,2,2.50006680582914,0.2265625,7,3,2.33340772037698,0.171875
"PHF2",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"BARX1",1,0,Inf,0.5,25,29,0.862074081817297,0.751691282341033,26,29,0.896555437454686,0.704973334111682
"PTPDC1",10,6,1.66662789389482,0.227249145507813,0,0,0,1,10,6,1.66662789389482,0.227249145507813
"ZNF169",0,3,0,1,0,0,0,1,0,3,0,1
"FBP2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"FBP1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"C9orf3",13,8,1.62496372108961,0.191655158996582,0,0,0,1,13,8,1.62496372108961,0.191655158996582
"FANCC",23,21,1.0952176540617,0.440197910640337,0,0,0,1,23,21,1.0952176540617,0.440197910640337
"PTCH1",2,1,1.99994298122268,0.5,1,0,Inf,0.5,3,1,3.0000799907165,0.3125
"ERCC6L2",13,21,0.619061301091269,0.93927525752224,0,0,0,1,13,21,0.619061301091269,0.93927525752224
"HSD17B3",0,3,0,1,0,0,0,1,0,3,0,1
"SLC35D2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"ZNF367",1,1,1,0.75,5,8,0.62501357396942,0.8665771484375,6,9,0.666679310308515,0.84912109375
"HABP4",2,4,0.500014255437044,0.890625,1,2,0.500014255100735,0.875,3,6,0.500014255773652,0.91015625
"CDC14B",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"ZNF510",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ZNF782",0,3,0,1,0,0,0,1,0,3,0,1
"CTSV",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"CCDC180",27,23,1.17390540053609,0.335905516882683,0,0,0,1,27,23,1.17390540053609,0.335905516882683
"TDRD7",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"TMOD1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"TSTD2",25,31,0.806459104206847,0.825159023508157,0,0,0,1,25,31,0.806459104206847,0.825159023508157
"NCBP1",1,1,1,0.75,4,3,1.33331584334321,0.5,5,4,1.24998786284456,0.5
"XPA",10,4,2.50006639448486,0.08978271484375,0,0,0,1,10,4,2.50006639448486,0.08978271484375
"DMRT3",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"HEMGN",0,0,0,1,0,0,0,1,0,0,0,1
"ANP32B",0,0,0,1,0,0,0,1,0,0,0,1
"TRIM14",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"CORO2A",11,5,2.19993285834997,0.105056762695313,0,0,0,1,11,5,2.19993285834997,0.105056762695313
"TBC1D2",5,7,0.714296885722386,0.80615234375,0,0,0,1,5,7,0.714296885722386,0.80615234375
"GABBR2",2,0,Inf,0.25,14,12,1.16665941953382,0.422509491443634,16,12,1.33331584040619,0.285794094204903
"ANKS6",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"GALNT12",4,6,0.666679309338813,0.828125,7,9,0.777786485980489,0.772750854492188,11,15,0.733343815639524,0.836530208587646
"COL15A1",16,18,0.888892908216961,0.69620431936346,0,0,0,1,16,18,0.888892908216961,0.69620431936346
"TGFBR1",0,0,0,1,0,1,0,1,0,1,0,1
"ALG2",3,9,0.333324536345403,0.980712890625,0,0,0,1,3,9,0.333324536345403,0.980712890625
"SEC61B",0,0,0,1,0,0,0,1,0,0,0,1
"STX17",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"CPN1",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"GTPBP4",0,0,0,1,0,0,0,1,0,0,0,1
"ERLIN1",2,1,1.99994298122268,0.5,11,7,1.57139558889057,0.240341186523438,13,8,1.62496372108961,0.191655158996582
"CHUK",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CWF19L1",9,7,1.28569989068322,0.401809692382813,0,0,0,1,9,7,1.28569989068322,0.401809692382813
"BLOC1S2",6,8,0.750009838798097,0.78802490234375,0,0,0,1,6,8,0.750009838798097,0.78802490234375
"PKD2L1",24,21,1.142851159007,0.382995912122398,0,0,0,1,24,21,1.142851159007,0.382995912122398
"SCD",0,0,0,1,0,0,0,1,0,0,0,1
"WNT8B",3,1,3.0000799907165,0.3125,13,11,1.18181009627599,0.419409871101379,16,12,1.33331584040619,0.285794094204903
"SEC31B",35,38,0.921076677654873,0.680013534123027,0,0,0,1,35,38,0.921076677654873,0.680013534123027
"NDUFB8",0,2,0,1,0,0,0,1,0,2,0,1
"HIF1AN",4,2,1.99994297987752,0.34375,4,3,1.33331584334321,0.5,8,5,1.59996525139297,0.29052734375
"PAX2",1,0,Inf,0.5,3,3,1,0.65625,4,3,1.33331584334321,0.5
"SEMA4G",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"MRPL43",1,3,0.33332444571292,0.9375,4,1,3.99955850143943,0.1875,5,4,1.24998786284456,0.5
"LZTS2",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"PDZD7",53,45,1.17776992374002,0.239846249783744,0,0,0,1,53,45,1.17776992374002,0.239846249783744
"SFXN3",48,37,1.29728215100064,0.138999644540276,0,0,0,1,48,37,1.29728215100064,0.138999644540276
"KAZALD1",21,22,0.954532598318341,0.619604178719327,0,0,0,1,21,22,0.954532598318341,0.619604178719327
"BTRC",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"POLL",12,10,1.19999087544338,0.415905952453613,0,0,0,1,12,10,1.19999087544338,0.415905952453613
"DPCD",0,0,0,1,0,0,0,1,0,0,0,1
"FBXW4",2,6,0.33332449100887,0.96484375,0,0,0,1,2,6,0.33332449100887,0.96484375
"FGF8",1,1,1,0.75,4,5,0.800007767854906,0.74609375,5,6,0.833339670308138,0.7255859375
"NPM3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KCNIP2",0,0,0,1,0,0,0,1,0,0,0,1
"IDI2",8,8,1,0.598190307617187,0,0,0,1,8,8,1,0.598190307617187
"HPS6",13,6,2.16660119491642,0.0835342407226563,0,0,0,1,13,6,2.16660119491642,0.0835342407226563
"LDB1",0,0,0,1,4,1,3.99955850143943,0.1875,4,1,3.99955850143943,0.1875
"PPRC1",2,2,1,0.6875,19,20,0.949984490139727,0.625370687619579,21,22,0.954532598318341,0.619604178719327
"NOLC1",0,1,0,1,0,0,0,1,0,1,0,1
"ELOVL3",0,0,0,1,0,0,0,1,0,0,0,1
"PITX3",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"GBF1",15,10,1.49997154797645,0.212178111076355,0,0,0,1,15,10,1.49997154797645,0.212178111076355
"NFKB2",2,4,0.500014255437044,0.890625,3,7,0.428557766080607,0.9453125,5,11,0.454559327210576,0.961593627929688
"PSD",0,1,0,1,24,21,1.142851159007,0.382995912122398,24,22,1.09088494456476,0.4414979560612
"FBXL15",0,3,0,1,8,15,0.533347692181177,0.95343017578125,8,18,0.444428843690863,0.985520362854004
"CUEDC2",0,0,0,1,0,0,0,1,0,0,0,1
"C10orf95",0,0,0,1,4,7,0.571442807317693,0.88671875,4,7,0.571442807317693,0.88671875
"ACTR1A",0,1,0,1,5,2,2.50006680582914,0.2265625,5,3,1.66662789881154,0.36328125
"SUFU",1,0,Inf,0.5,1,0,Inf,0.5,2,0,Inf,0.25
"TRIM8",0,0,0,1,19,9,2.11104843002132,0.043579276651144,19,9,2.11104843002132,0.043579276651144
"ARL3",0,1,0,1,0,0,0,1,0,1,0,1
"SFXN2",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"WBP1L",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"CYP17A1",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"AS3MT",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"NT5C2",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"RPEL1",0,0,0,1,0,0,0,1,0,0,0,1
"INA",2,4,0.500014255437044,0.890625,36,31,1.16128336986588,0.312703414470825,38,35,1.08568594152885,0.407560617612499
"PCGF6",0,0,0,1,0,0,0,1,0,0,0,1
"TAF5",2,0,Inf,0.25,10,10,1,0.588098526000976,12,10,1.19999087544338,0.415905952453613
"PDCD11",6,12,0.500014256785272,0.951873779296875,0,0,0,1,6,12,0.500014256785272,0.951873779296875
"CALHM2",15,19,0.789481900527909,0.804235847434029,0,0,0,1,15,19,0.789481900527909,0.804235847434029
"CALHM1",2,8,0.250027633643813,0.9892578125,0,0,0,1,2,8,0.250027633643813,0.9892578125
"CALHM3",0,2,0,1,0,0,0,1,0,2,0,1
"NEURL1",1,1,1,0.75,20,15,1.33331583942326,0.249779916601255,21,16,1.31248387010349,0.255687890792615
"SH3PXD2A",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"SLK",4,3,1.33331584334321,0.5,15,12,1.24998786279485,0.350554019212723,19,15,1.26665348417908,0.30379568063654
"COL17A1",19,22,0.863641415322478,0.733645372381942,0,0,0,1,19,22,0.863641415322478,0.733645372381942
"IDI1",1,5,0.200016783456664,0.984375,0,0,0,1,1,5,0.200016783456664,0.984375
"SFR1",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"GSTO1",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"GSTO2",27,32,0.843755889648877,0.782503597438923,0,0,0,1,27,32,0.843755889648877,0.782503597438923
"ITPRIP",4,7,0.571442807317693,0.88671875,0,0,0,1,4,7,0.571442807317693,0.88671875
"SORCS3",5,7,0.714296885722386,0.80615234375,0,0,0,1,5,7,0.714296885722386,0.80615234375
"SORCS1",7,2,3.49954044171834,0.08984375,2,4,0.500014255437044,0.890625,9,6,1.49997155234536,0.303619384765625
"WDR37",0,0,0,1,0,1,0,1,0,1,0,1
"XPNPEP1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ADD3",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"CELF2",0,1,0,1,4,3,1.33331584334321,0.5,4,4,1,0.63671875
"MXI1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SMNDC1",0,0,0,1,0,0,0,1,0,0,0,1
"DUSP5",4,1,3.99955850143943,0.1875,1,0,Inf,0.5,5,1,4.99958044879101,0.109375
"SMC3",1,0,Inf,0.5,4,9,0.444428746304954,0.953857421875,5,9,0.555569875658781,0.91021728515625
"RBM20",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"PDCD4",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SHOC2",0,1,0,1,1,0,Inf,0.5,1,1,1,0.75
"ADRA2A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GPAM",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"TECTB",4,5,0.800007767854906,0.74609375,0,0,0,1,4,5,0.800007767854906,0.74609375
"ACSL5",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"ZDHHC6",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"VTI1A",8,1,7.99950923358843,0.01953125,0,0,0,1,8,1,7.99950923358843,0.01953125
"TCF7L2",4,2,1.99994297987752,0.34375,8,8,1,0.598190307617187,12,10,1.19999087544338,0.415905952453613
"HABP2",9,11,0.818188805684668,0.74827766418457,0,0,0,1,9,11,0.818188805684668,0.74827766418457
"NRAP",34,51,0.666679323968292,0.974874552332354,0,0,0,1,34,51,0.666679323968292,0.974874552332354
"CASP7",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PLEKHS1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"DCLRE1A",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"NHLRC2",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"TDRD1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"VWA2",21,19,1.10525178162137,0.43731465619021,0,0,0,1,21,19,1.10525178162137,0.43731465619021
"AFAP1L2",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"ABLIM1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"USP6NL",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"FAM160B1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"TRUB1",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"ATRNL1",8,3,2.6667306135269,0.11328125,0,0,0,1,8,3,2.6667306135269,0.11328125
"GFRA1",0,2,0,1,0,0,0,1,0,2,0,1
"CCDC172",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"PNLIPRP3",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"PNLIP",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"PNLIPRP1",38,39,0.974355008533555,0.590053548125474,0,0,0,1,38,39,0.974355008533555,0.590053548125474
"PNLIPRP2",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"C10orf82",0,2,0,1,0,0,0,1,0,2,0,1
"HSPA12A",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"ENO4",12,18,0.666679313222437,0.899755788967013,0,0,0,1,12,18,0.666679313222437,0.899755788967013
"VAX1",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"KCNK18",0,1,0,1,0,0,0,1,0,1,0,1
"SLC18A2",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"PDZD8",2,0,Inf,0.25,0,2,0,1,2,2,1,0.6875
"ECHDC3",5,15,0.333324627140321,0.994091033935547,0,0,0,1,5,15,0.333324627140321,0.994091033935547
"RAB11FIP2",3,2,1.49997155670705,0.5,2,5,0.399989311352963,0.9375,5,7,0.714296885722386,0.80615234375
"FAM204A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ADARB2",4,3,1.33331584334321,0.5,25,26,0.961529259094531,0.610116034723462,29,29,1,0.552158393055204
"PROSER2",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"PRLHR",0,0,0,1,1,2,0.500014255100735,0.875,1,2,0.500014255100735,0.875
"CACUL1",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"EIF3A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"FAM45A",2,0,Inf,0.25,1,0,Inf,0.5,3,0,Inf,0.125
"SFXN4",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"PRDX3",7,1,6.99954948592764,0.03515625,0,0,0,1,7,1,6.99954948592764,0.03515625
"GRK5",0,1,0,1,31,17,1.82348170107452,0.0297316876268852,31,18,1.72218018682041,0.0427165665786973
"UPF2",0,1,0,1,0,0,0,1,0,1,0,1
"RGS10",0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
"TIAL1",0,0,0,1,4,4,1,0.63671875,4,4,1,0.63671875
"BAG3",0,0,0,1,0,0,0,1,0,0,0,1
"INPP5F",14,11,1.27271370645351,0.345018982887268,0,0,0,1,14,11,1.27271370645351,0.345018982887268
"MCMBP",0,2,0,1,0,0,0,1,0,2,0,1
"SEC23IP",12,14,0.857148181600067,0.721401453018188,0,0,0,1,12,14,0.857148181600067,0.721401453018188
"DHTKD1",22,14,1.5713955792665,0.121492477017455,0,0,0,1,22,14,1.5713955792665,0.121492477017455
"WDR11",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"SEC61A2",0,1,0,1,3,3,1,0.65625,3,4,0.750009838248499,0.7734375
"FGFR2",2,0,Inf,0.25,11,9,1.22221178418982,0.411901473999024,13,9,1.44441961308513,0.261733531951904
"NUDT5",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"ATE1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"NSMCE4A",3,2,1.49997155670705,0.5,4,2,1.99994297987752,0.34375,7,4,1.74995640367567,0.2744140625
"CDC123",4,7,0.571442807317693,0.88671875,0,0,0,1,4,7,0.571442807317693,0.88671875
"TACC2",3,8,0.374991007688416,0.96728515625,0,0,0,1,3,8,0.374991007688416,0.96728515625
"BTBD16",17,19,0.894740628517298,0.691140341485152,0,0,0,1,17,19,0.894740628517298,0.691140341485152
"PLEKHA1",16,10,1.59996524405347,0.163469791412354,0,0,0,1,16,10,1.59996524405347,0.163469791412354
"ARMS2",0,0,0,1,0,0,0,1,0,0,0,1
"HTRA1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"DMBT1",44,46,0.956509932169607,0.623983399200703,1,2,0.500014255100735,0.875,45,48,0.937476051531871,0.660733993173337
"C10orf120",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CUZD1",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"FAM24B",0,0,0,1,0,0,0,1,0,0,0,1
"FAM24A",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"C10orf88",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"PSTK",1,5,0.200016783456664,0.984375,0,0,0,1,1,5,0.200016783456664,0.984375
"IKZF5",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"ACADSB",13,14,0.928601811381707,0.649445980787277,0,0,0,1,13,14,0.928601811381707,0.649445980787277
"HMX3",0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
"HMX2",2,6,0.33332449100887,0.96484375,0,2,0,1,2,8,0.250027633643813,0.9892578125
"BUB3",1,0,Inf,0.5,3,2,1.49997155670705,0.5,4,2,1.99994297987752,0.34375
"CAMK1D",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"GPR26",1,0,Inf,0.5,6,6,1,0.61279296875,7,6,1.16665941848379,0.5
"CPXM2",24,12,1.99994296636016,0.0326226676115767,0,0,0,1,24,12,1.99994296636016,0.0326226676115767
"CHST15",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"OAT",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"LHPP",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"FAM53B",0,0,0,1,0,0,0,1,0,0,0,1
"ZRANB1",1,0,Inf,0.5,3,4,0.750009838248499,0.7734375,4,4,1,0.63671875
"CTBP2",11,11,1,0.584094047546386,6,5,1.19999087482567,0.5,17,16,1.06252398413383,0.500000000000001
"TEX36",0,3,0,1,0,0,0,1,0,3,0,1
"EDRF1",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"MMP21",18,14,1.28569988976581,0.298307447927073,7,5,1.39997810432657,0.38720703125,25,19,1.31577312838582,0.225690416198063
"UROS",3,7,0.428557766080607,0.9453125,0,0,0,1,3,7,0.428557766080607,0.9453125
"BCCIP",0,2,0,1,0,0,0,1,0,2,0,1
"DHX32",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"FANK1",5,11,0.454559327210576,0.961593627929688,0,0,0,1,5,11,0.454559327210576,0.961593627929688
"ADAM12",5,10,0.500014256447766,0.940765380859375,0,0,0,1,5,10,0.500014256447766,0.940765380859375
"C10orf90",2,7,0.285751805602504,0.98046875,0,0,0,1,2,7,0.285751805602504,0.98046875
"DOCK1",8,10,0.800007767870128,0.759658813476562,0,0,0,1,8,10,0.800007767870128,0.759658813476562
"NPS",0,1,0,1,0,0,0,1,0,1,0,1
"FOXI2",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"CLRN3",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"PTPRE",7,4,1.74995640367567,0.2744140625,4,6,0.666679309338813,0.828125,11,10,1.09998370194395,0.5
"MKI67",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"CCDC3",10,17,0.588249390087331,0.938960939645767,0,0,0,1,10,17,0.588249390087331,0.938960939645767
"MGMT",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"EBF3",0,0,0,1,7,3,2.33340772037698,0.171875,7,3,2.33340772037698,0.171875
"GLRX3",0,1,0,1,0,0,0,1,0,1,0,1
"OPTN",3,9,0.333324536345403,0.980712890625,0,0,0,1,3,9,0.333324536345403,0.980712890625
"TCERG1L",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"MCM10",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"BNIP3",0,0,0,1,0,0,0,1,0,0,0,1
"JAKMIP3",22,26,0.846159634032072,0.764560493189144,0,0,0,1,22,26,0.846159634032072,0.764560493189144
"DPYSL4",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"STK32C",0,0,0,1,15,17,0.882357223816021,0.701692552072927,15,17,0.882357223816021,0.701692552072927
"UCMA",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"LRRC27",8,4,1.99994297718361,0.19384765625,0,0,0,1,8,4,1.99994297718361,0.19384765625
"PWWP2B",1,0,Inf,0.5,5,2,2.50006680582914,0.2265625,6,2,3.00007958303127,0.14453125
"INPP5A",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"PHYH",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"NKX6-2",0,1,0,1,0,0,0,1,0,1,0,1
"KNDC1",1,6,0.166678456622776,0.9921875,0,0,0,1,1,6,0.166678456622776,0.9921875
"SEPHS1",0,0,0,1,5,2,2.50006680582914,0.2265625,5,2,2.50006680582914,0.2265625
"UTF1",0,1,0,1,2,4,0.500014255437044,0.890625,2,5,0.399989311352963,0.9375
"VENTX",0,0,0,1,0,0,0,1,0,0,0,1
"ADAM8",36,25,1.43997544765457,0.100015684256552,0,0,0,1,36,25,1.43997544765457,0.100015684256552
"TUBGCP2",11,13,0.84615963525029,0.729371905326843,0,0,0,1,11,13,0.84615963525029,0.729371905326843
"ZNF511",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CALY",0,1,0,1,0,0,0,1,0,1,0,1
"FUOM",1,7,0.142866337613651,0.99609375,0,0,0,1,1,7,0.142866337613651,0.99609375
"ECHS1",5,6,0.833339670308138,0.7255859375,0,0,0,1,5,6,0.833339670308138,0.7255859375
"PAOX",3,6,0.500014255773652,0.91015625,0,0,0,1,3,6,0.500014255773652,0.91015625
"MTG1",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"SPRN",0,0,0,1,11,14,0.785722660901136,0.787821888923645,11,14,0.785722660901136,0.787821888923645
"CYP2E1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"SYCE1",13,7,1.85709333903597,0.131587982177734,0,0,0,1,13,7,1.85709333903597,0.131587982177734
"BEND7",0,0,0,1,0,0,0,1,0,0,0,1
"PRPF18",1,1,1,0.75,1,0,Inf,0.5,2,1,1.99994298122268,0.5
"FRMD4A",2,0,Inf,0.25,14,20,0.700011657421705,0.885259493486956,16,20,0.800007767904675,0.797483876929619
"FAM107B",0,2,0,1,0,0,0,1,0,2,0,1
"CDNF",5,9,0.555569875658781,0.91021728515625,0,0,0,1,5,9,0.555569875658781,0.91021728515625
"HSPA14",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"SUV39H2",0,0,0,1,6,2,3.00007958303127,0.14453125,6,2,3.00007958303127,0.14453125
"DCLRE1C",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"MEIG1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"OLAH",6,5,1.19999087482567,0.5,0,0,0,1,6,5,1.19999087482567,0.5
"ACBD7",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RPP38",0,1,0,1,0,0,0,1,0,1,0,1
"NMT2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"FAM171A1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ITGA8",6,6,1,0.61279296875,0,0,0,1,6,6,1,0.61279296875
"PTER",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
