"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"2586","QSOX1",1.3205,"NA","232 vs 211","-",NA,"-",NA,"3 vs 2",1.06,"-",NA,"-",NA,"229 vs 209",1.25
"2587","FCRL3",1.3204,"NA","257 vs 244","-",NA,"-",NA,"7 vs 8",1.12,"-",NA,"-",NA,"250 vs 236",1.18
"2588","HSF2BP",1.3204,"NA","84 vs 71","-",NA,"-",NA,"4 vs 5",0.91,"-",NA,"-",NA,"80 vs 66",1.45
"2589","PLA2G4F",1.3203,"NA","374 vs 356","-",NA,"-",NA,"17 vs 14",1.13,"-",NA,"-",NA,"357 vs 342",1.17
"2590","KRT34",1.3203,"NA","91 vs 107","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA,"89 vs 106",1.25
"2591","CPB2",1.3202,"NA","44 vs 39","-",NA,"-",NA,"4 vs 7",0.97,"-",NA,"16 vs 7",1.38,"24 vs 25",0.99
"2592","UGT1A6",1.32,"NA","155 vs 150","-",NA,"-",NA,"11 vs 8",1.52,"-",NA,"-",NA,"144 vs 142",0.87
"2593","ASIC5",1.3198,"NA","167 vs 144","-",NA,"-",NA,"11 vs 8",0.97,"-",NA,"-",NA,"156 vs 136",1.37
"2594","SLC25A19",1.3198,"NA","112 vs 75","-",NA,"2 vs 1",0.98,"-",NA,"-",NA,"-",NA,"110 vs 74",1.35
"2595","AKAP8",1.3197,"NA","220 vs 257","-",NA,"1 vs 0",1.49,"-",NA,"-",NA,"-",NA,"219 vs 257",0.89
"2596","TBC1D10B",1.3196,"NA","184 vs 157","1 vs 0",1.51,"-",NA,"-",NA,"6 vs 8",0.54,"36 vs 36",0.92,"141 vs 113",1.75
"2597","HSD3B7",1.3196,"NA","136 vs 134","-",NA,"-",NA,"4 vs 3",1.19,"-",NA,"13 vs 8",1.1,"119 vs 123",1.01
"2598","ST3GAL2",1.3193,"NA","62 vs 45","-",NA,"2 vs 1",0.98,"-",NA,"7 vs 6",0.85,"17 vs 7",1.39,"36 vs 31",1.14
"2599","PHOSPHO2",1.3192,"NA","76 vs 62","-",NA,"-",NA,"6 vs 2",1.24,"-",NA,"-",NA,"70 vs 60",1.06
"2600","ABHD2",1.3191,"NA","61 vs 43","-",NA,"2 vs 1",1.13,"-",NA,"-",NA,"11 vs 9",1.01,"48 vs 33",1.15
"2601","SLC16A5",1.3186,"NA","184 vs 167","-",NA,"-",NA,"3 vs 5",0.86,"-",NA,"-",NA,"181 vs 162",1.53
"2602","MED15",1.3184,"NA","132 vs 100","3 vs 2",0.82,"-",NA,"-",NA,"-",NA,"25 vs 20",1.12,"104 vs 78",1.43
"2603","SIRT7",1.3182,"NA","97 vs 79","-",NA,"-",NA,"1 vs 1",1,"3 vs 2",1.08,"25 vs 22",1.09,"68 vs 54",1.12
"2604","PLA2G12B",1.3178,"NA","48 vs 34","-",NA,"-",NA,"1 vs 1",1,"-",NA,"12 vs 5",1.24,"35 vs 28",1.07
"2605","SUPT7L",1.3177,"NA","131 vs 103","-",NA,"-",NA,"3 vs 1",1.17,"-",NA,"10 vs 11",0.88,"118 vs 91",1.28
"2606","COL18A1",1.3176,"NA","738 vs 668","-",NA,"-",NA,"15 vs 16",0.83,"-",NA,"-",NA,"723 vs 652",1.58
"2607","ECHDC2",1.3175,"NA","107 vs 98","-",NA,"-",NA,"9 vs 9",1.07,"-",NA,"1 vs 0",1.03,"97 vs 89",1.19
"2608","RTP4",1.3172,"NA","59 vs 60","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"59 vs 60",1.32
"2609","SPRED3",1.317,"NA","56 vs 61","-",NA,"-",NA,"1 vs 0",1.06,"7 vs 4",1.42,"1 vs 4",0.9,"47 vs 53",0.97
"2610","FCRL5",1.3169,"NA","241 vs 201","-",NA,"-",NA,"5 vs 3",1.07,"-",NA,"-",NA,"236 vs 198",1.23
"2611","HKDC1",1.3162,"NA","289 vs 292","-",NA,"-",NA,"19 vs 11",1.26,"-",NA,"-",NA,"270 vs 281",1.04
"2612","MIPOL1",1.3162,"NA","104 vs 100","-",NA,"-",NA,"5 vs 7",1.02,"-",NA,"-",NA,"99 vs 93",1.29
"2613","AHSG",1.3159,"NA","105 vs 77","-",NA,"-",NA,"7 vs 5",0.88,"-",NA,"-",NA,"98 vs 72",1.49
"2614","RPL36",1.3158,"NA","5 vs 6","-",NA,"1 vs 0",1.49,"-",NA,"1 vs 1",0.97,"3 vs 5",0.91,"-",NA
"2615","TRPC4AP",1.3153,"NA","156 vs 148","-",NA,"8 vs 4",1.46,"-",NA,"-",NA,"12 vs 13",1.01,"136 vs 131",0.9
"2616","PFDN2",1.3152,"NA","36 vs 28","-",NA,"-",NA,"-",NA,"-",NA,"12 vs 7",1.31,"24 vs 21",1
"2617","PAIP2",1.3151,"NA","20 vs 7","-",NA,"-",NA,"-",NA,"-",NA,"7 vs 2",1.13,"13 vs 5",1.16
"2618","PPP6C",1.315,"NA","29 vs 24","-",NA,"-",NA,"-",NA,"2 vs 0",1.36,"7 vs 9",0.93,"20 vs 15",1.04
"2619","LAMP1",1.3149,"NA","109 vs 81","-",NA,"0 vs 1",0.51,"-",NA,"-",NA,"7 vs 1",1.19,"102 vs 79",2.16
"2620","HOXB7",1.3148,"NA","77 vs 51","-",NA,"-",NA,"1 vs 2",0.93,"-",NA,"40 vs 30",1.22,"36 vs 19",1.16
"2621","SYNDIG1L",1.3148,"NA","101 vs 85","-",NA,"-",NA,"1 vs 1",1,"-",NA,"42 vs 37",1.03,"58 vs 47",1.28
"2622","TMEM53",1.3147,"NA","103 vs 90","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"50 vs 47",1.26,"51 vs 42",0.99
"2623","LIMK2",1.3142,"NA","132 vs 120","-",NA,"-",NA,"2 vs 4",0.87,"-",NA,"36 vs 24",1.51,"94 vs 92",1
"2624","RNASE13",1.3141,"NA","96 vs 74","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"96 vs 74",1.31
"2625","MARCKSL1",1.314,"NA","46 vs 31","-",NA,"-",NA,"3 vs 0",1.21,"-",NA,"-",NA,"43 vs 31",1.09
"2626","CGB2",1.3135,"NA","2 vs 1","-",NA,"-",NA,"-",NA,"2 vs 0",1.36,"0 vs 1",0.97,"-",NA
"2627","CALM3",1.3135,"NA","2 vs 1","-",NA,"-",NA,"-",NA,"2 vs 0",1.36,"0 vs 1",0.97,"-",NA
"2628","ORAI3",1.3133,"NA","73 vs 58","-",NA,"-",NA,"5 vs 0",1.42,"-",NA,"-",NA,"68 vs 58",0.93
"2629","IDE",1.3132,"NA","151 vs 134","-",NA,"-",NA,"4 vs 3",1.01,"-",NA,"35 vs 37",0.91,"112 vs 94",1.43
"2630","PRSS53",1.3132,"NA","163 vs 145","-",NA,"-",NA,"18 vs 10",1.27,"-",NA,"-",NA,"145 vs 135",1.03
"2631","SGPP1",1.313,"NA","73 vs 76","-",NA,"-",NA,"1 vs 0",1.06,"4 vs 1",1.45,"38 vs 34",1.03,"30 vs 41",0.83
"2632","ZKSCAN3",1.3129,"NA","84 vs 60","-",NA,"-",NA,"5 vs 2",1.15,"3 vs 3",0.92,"16 vs 9",1.15,"60 vs 46",1.08
"2633","ST6GAL1",1.3128,"NA","73 vs 61","-",NA,"-",NA,"1 vs 0",1.06,"-",NA,"2 vs 0",1.07,"70 vs 61",1.16
"2634","GLRX2",1.3128,"NA","64 vs 48","-",NA,"-",NA,"2 vs 0",1.13,"-",NA,"-",NA,"62 vs 48",1.16
"2635","NR1H4",1.3127,"NA","74 vs 59","-",NA,"-",NA,"2 vs 3",0.97,"-",NA,"18 vs 9",1.38,"54 vs 47",0.98
"2636","ZBTB3",1.3127,"NA","101 vs 84","-",NA,"-",NA,"5 vs 7",0.93,"-",NA,"21 vs 11",1.51,"75 vs 66",0.93
"2637","DCUN1D4",1.3119,"NA","41 vs 28","-",NA,"-",NA,"1 vs 0",1.06,"-",NA,"-",NA,"40 vs 28",1.23
"2638","CD3E",1.3118,"NA","61 vs 67","-",NA,"-",NA,"4 vs 3",1.38,"-",NA,"-",NA,"57 vs 64",0.95
"2639","MAGEL2",1.3117,"2","134 vs 125","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"134 vs 125",1.31
"2640","MED21",1.3114,"NA","22 vs 11","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"-",NA,"22 vs 10",1.4
"2641","NDUFA6",1.3113,"NA","61 vs 54","-",NA,"-",NA,"12 vs 5",1.27,"-",NA,"-",NA,"49 vs 49",1.03
"2642","KIAA1324L",1.3113,"NA","190 vs 184","-",NA,"-",NA,"3 vs 2",1.06,"-",NA,"2 vs 2",0.99,"185 vs 180",1.25
"2643","ZNF699",1.3109,"NA","154 vs 119","-",NA,"-",NA,"1 vs 1",1,"-",NA,"-",NA,"153 vs 118",1.32
"2644","BRK1",1.3109,"NA","9 vs 4","-",NA,"-",NA,"-",NA,"1 vs 0",1.17,"6 vs 2",1.13,"2 vs 2",1
"2645","MYOG",1.3106,"NA","76 vs 91","-",NA,"1 vs 1",0.76,"-",NA,"-",NA,"50 vs 60",2,"25 vs 30",0.86
"2646","TNFAIP8L3",1.3105,"NA","118 vs 119","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"118 vs 119",1.31
"2647","DPM3",1.3096,"NA","16 vs 10","-",NA,"-",NA,"1 vs 0",1.06,"-",NA,"9 vs 2",1.27,"6 vs 8",0.97
"2648","ARHGAP33",1.3094,"5","308 vs 274","-",NA,"-",NA,"4 vs 1",1.25,"-",NA,"124 vs 97",1.31,"180 vs 176",0.8
"2649","SLC35E1",1.3092,"NA","79 vs 82","-",NA,"-",NA,"3 vs 1",1.17,"-",NA,"15 vs 18",0.91,"61 vs 63",1.23
"2650","ZNF664",1.3091,"NA","32 vs 28","-",NA,"-",NA,"2 vs 2",0.93,"4 vs 1",1.45,"24 vs 24",0.97,"2 vs 1",1
"2651","STAC3",1.3091,"NA","82 vs 69","-",NA,"-",NA,"5 vs 5",0.97,"-",NA,"28 vs 18",1.4,"49 vs 46",0.97
"2652","LRPAP1",1.3087,"NA","212 vs 201","-",NA,"-",NA,"6 vs 4",1.04,"-",NA,"-",NA,"206 vs 197",1.26
"2653","ZNF625",1.3083,"NA","37 vs 26","-",NA,"-",NA,"-",NA,"-",NA,"11 vs 5",1.21,"26 vs 21",1.08
"2654","CDCA8",1.3081,"NA","63 vs 51","-",NA,"-",NA,"2 vs 3",0.97,"-",NA,"34 vs 20",1.35,"27 vs 28",1
"2655","DCAF4",1.308,"NA","246 vs 221","-",NA,"-",NA,"2 vs 5",0.75,"-",NA,"3 vs 9",0.82,"241 vs 207",2.11
"2656","GPR55",1.3079,"NA","102 vs 83","-",NA,"-",NA,"1 vs 2",0.89,"-",NA,"8 vs 4",1.09,"93 vs 77",1.34
"2657","GBP2",1.3079,"NA","131 vs 111","-",NA,"-",NA,"4 vs 4",0.98,"-",NA,"-",NA,"127 vs 107",1.33
"2658","PPM1B",1.3075,"NA","74 vs 62","-",NA,"-",NA,"3 vs 0",1.21,"-",NA,"-",NA,"71 vs 62",1.08
"2659","ME1",1.3074,"NA","211 vs 164","-",NA,"-",NA,"9 vs 13",0.79,"-",NA,"-",NA,"202 vs 151",1.66
"2660","OR10AG1",1.3071,"NA","102 vs 95","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"102 vs 95",1.31
"2661","SMAGP",1.3068,"NA","34 vs 24","-",NA,"-",NA,"2 vs 0",1.18,"-",NA,"-",NA,"32 vs 24",1.11
"2662","FUT8",1.3067,"NA","98 vs 95","-",NA,"-",NA,"1 vs 2",0.93,"1 vs 0",1.17,"44 vs 35",1.39,"52 vs 58",0.87
"2663","RITA1",1.3067,"NA","57 vs 53","-",NA,"-",NA,"3 vs 1",1.28,"-",NA,"-",NA,"54 vs 52",1.02
"2664","OR4X1",1.3065,"NA","78 vs 84","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"78 vs 84",1.31
"2665","RIN1",1.3065,"NA","266 vs 247","-",NA,"-",NA,"13 vs 7",1.3,"-",NA,"-",NA,"253 vs 240",1.01
"2666","DHRS13",1.3061,"NA","124 vs 99","-",NA,"-",NA,"1 vs 1",1,"-",NA,"27 vs 16",1.26,"96 vs 82",1.04
"2667","ISOC2",1.3061,"NA","103 vs 91","-",NA,"-",NA,"7 vs 2",1.35,"-",NA,"-",NA,"96 vs 89",0.97
"2668","SFMBT1",1.3055,"NA","168 vs 140","-",NA,"2 vs 1",1.13,"-",NA,"-",NA,"16 vs 22",0.78,"150 vs 117",1.47
"2669","GLP1R",1.3055,"NA","118 vs 102","-",NA,"-",NA,"1 vs 1",1,"-",NA,"74 vs 70",1.02,"43 vs 31",1.29
"2670","OSBPL1A",1.3054,"NA","140 vs 143","-",NA,"-",NA,"9 vs 12",0.9,"2 vs 0",1.36,"14 vs 10",1.06,"115 vs 121",1
"2671","SLC22A17",1.3051,"NA","126 vs 109","-",NA,"-",NA,"2 vs 2",0.99,"-",NA,"64 vs 51",1.26,"60 vs 56",1.05
"2672","UBE2I",1.305,"NA","6 vs 1","-",NA,"-",NA,"-",NA,"1 vs 0",1.17,"5 vs 1",1.12,"-",NA
"2673","CLCA1",1.3047,"NA","174 vs 173","-",NA,"-",NA,"14 vs 6",1.44,"-",NA,"-",NA,"160 vs 167",0.91
"2674","TM6SF2",1.3046,"NA","148 vs 125","-",NA,"-",NA,"8 vs 3",1.26,"-",NA,"28 vs 20",1.09,"112 vs 102",0.95
"2675","C1RL",1.3045,"NA","163 vs 132","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"-",NA,"161 vs 131",1.23
"2676","GJC3",1.3043,"NA","63 vs 76","-",NA,"-",NA,"5 vs 2",1.57,"-",NA,"2 vs 6",0.93,"56 vs 68",0.9
"2677","CDH8",1.3039,"4","113 vs 125","-",NA,"1 vs 0",1.49,"-",NA,"2 vs 1",1.13,"36 vs 45",0.72,"74 vs 79",1.08
"2678","ATF5",1.3038,"NA","117 vs 101","-",NA,"-",NA,"6 vs 4",1.12,"-",NA,"-",NA,"111 vs 97",1.17
"2679","PTPN13",1.3038,"NA","663 vs 606","-",NA,"-",NA,"21 vs 18",0.88,"-",NA,"-",NA,"642 vs 588",1.48
"2680","ERP27",1.3037,"NA","91 vs 79","-",NA,"-",NA,"5 vs 17",0.92,"-",NA,"-",NA,"86 vs 62",1.42
"2681","MBD3",1.3033,"4","54 vs 45","-",NA,"2 vs 1",1.13,"-",NA,"-",NA,"31 vs 19",1.25,"21 vs 25",0.92
"2682","RABAC1",1.3032,"NA","43 vs 35","-",NA,"-",NA,"8 vs 8",1.03,"-",NA,"21 vs 9",1.38,"14 vs 18",0.92
"2683","KBTBD13",1.3032,"NA","186 vs 165","-",NA,"-",NA,"5 vs 5",0.93,"-",NA,"95 vs 61",1.95,"86 vs 99",0.72
"2684","ASNS",1.3031,"NA","61 vs 54","-",NA,"-",NA,"4 vs 2",1.12,"-",NA,"16 vs 11",1.17,"41 vs 41",1
"2685","PMEL",1.303,"NA","166 vs 143","-",NA,"-",NA,"16 vs 17",0.84,"-",NA,"-",NA,"150 vs 126",1.56
"2686","RTL1",1.3029,"NA","361 vs 339","-",NA,"-",NA,"-",NA,"0 vs 1",0.83,"147 vs 128",1.86,"214 vs 210",0.84
"2687","FIBIN",1.3025,"NA","57 vs 46","-",NA,"-",NA,"-",NA,"-",NA,"0 vs 1",0.97,"57 vs 45",1.35
"2688","CHGA",1.3023,"NA","97 vs 83","-",NA,"-",NA,"2 vs 1",1.06,"-",NA,"1 vs 1",0.98,"94 vs 81",1.25
"2689","TRPV3",1.3023,"NA","191 vs 199","-",NA,"-",NA,"25 vs 17",1.2,"-",NA,"-",NA,"166 vs 182",1.09
"2690","ARHGEF39",1.3023,"NA","132 vs 150","-",NA,"-",NA,"17 vs 10",1.87,"-",NA,"20 vs 24",0.75,"95 vs 116",0.93
"2691","EVA1C",1.3023,"NA","113 vs 98","-",NA,"-",NA,"4 vs 1",1.25,"-",NA,"31 vs 30",1.02,"78 vs 67",1.02
"2692","RBM43",1.3021,"NA","86 vs 74","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"86 vs 74",1.3
"2693","GPR171",1.3021,"NA","40 vs 25","-",NA,"-",NA,"2 vs 0",1.13,"-",NA,"5 vs 5",0.97,"33 vs 20",1.18
"2694","DLAT",1.3018,"NA","105 vs 86","-",NA,"-",NA,"3 vs 1",1.08,"-",NA,"17 vs 12",1.3,"85 vs 73",0.93
"2695","PPP2R1B",1.3015,"4","172 vs 172","-",NA,"-",NA,"33 vs 23",1.6,"-",NA,"1 vs 0",1.03,"138 vs 149",0.79
"2696","GABRP",1.3014,"NA","138 vs 118","-",NA,"-",NA,"5 vs 1",1.23,"-",NA,"-",NA,"133 vs 117",1.06
"2697","ZNF260",1.3013,"NA","86 vs 74","-",NA,"-",NA,"7 vs 2",1.35,"-",NA,"-",NA,"79 vs 72",0.96
"2698","GIMAP8",1.301,"NA","276 vs 251","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"276 vs 251",1.3
"2699","PTGER3",1.3006,"5","68 vs 81","-",NA,"-",NA,"2 vs 0",1.13,"4 vs 0",1.85,"24 vs 31",0.75,"38 vs 50",0.83
"2700","SLC35A3",1.3004,"5","37 vs 22","-",NA,"-",NA,"3 vs 1",1.13,"-",NA,"6 vs 4",1.06,"28 vs 17",1.08
"2701","AAK1",1.3004,"NA","140 vs 140","1 vs 0",1.51,"-",NA,"-",NA,"-",NA,"8 vs 12",0.87,"131 vs 128",0.99
"2702","MICU3",1.3,"NA","129 vs 103","-",NA,"-",NA,"6 vs 2",1.32,"2 vs 3",0.97,"21 vs 23",0.82,"100 vs 75",1.24
"2703","PPP1R3E",1.3,"NA","5 vs 2","-",NA,"-",NA,"5 vs 2",1.3,"-",NA,"-",NA,"-",NA
"2704","NRXN3",1.3,"3","152 vs 144","-",NA,"-",NA,"-",NA,"5 vs 1",1.64,"105 vs 97",0.91,"42 vs 46",0.87
"2705","PSG9",1.2997,"NA","61 vs 43","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"61 vs 43",1.3
"2706","WNT2B",1.2997,"NA","98 vs 78","-",NA,"-",NA,"1 vs 1",1,"-",NA,"48 vs 36",1.39,"49 vs 41",0.94
"2707","MYOZ2",1.2995,"NA","43 vs 33","-",NA,"-",NA,"4 vs 2",1.12,"-",NA,"-",NA,"39 vs 31",1.16
"2708","PLCD1",1.299,"5","307 vs 275","-",NA,"-",NA,"29 vs 22",1,"-",NA,"6 vs 4",1.02,"272 vs 249",1.28
"2709","XAB2",1.299,"NA","242 vs 211","-",NA,"3 vs 1",1.45,"-",NA,"-",NA,"119 vs 103",0.86,"120 vs 107",1.04
"2710","FITM2",1.2989,"NA","94 vs 73","-",NA,"-",NA,"3 vs 1",1.13,"-",NA,"39 vs 29",0.91,"52 vs 43",1.26
"2711","GPR68",1.2988,"NA","89 vs 84","-",NA,"-",NA,"-",NA,"4 vs 2",1.29,"34 vs 24",1.18,"51 vs 58",0.86
"2712","SMURF1",1.2988,"NA","89 vs 96","-",NA,"2 vs 1",1.13,"-",NA,"7 vs 4",1.5,"22 vs 23",0.88,"58 vs 68",0.87
"2713","NAA20",1.2985,"NA","18 vs 8","-",NA,"-",NA,"2 vs 0",1.13,"-",NA,"2 vs 0",1.07,"14 vs 8",1.07
"2714","P4HTM",1.2982,"NA","120 vs 101","-",NA,"-",NA,"3 vs 1",1.13,"10 vs 8",1.05,"9 vs 16",0.77,"98 vs 76",1.42
"2715","CCDC74B",1.2981,"NA","12 vs 10","-",NA,"-",NA,"0 vs 3",0.91,"2 vs 0",1.36,"2 vs 0",1.08,"8 vs 7",0.97
"2716","EXOSC9",1.2981,"NA","107 vs 85","-",NA,"-",NA,"17 vs 9",1.2,"-",NA,"-",NA,"90 vs 76",1.08
"2717","RANBP3",1.2979,"NA","86 vs 108","2 vs 0",2.29,"-",NA,"-",NA,"-",NA,"25 vs 36",0.73,"59 vs 72",0.78
"2718","TPSAB1",1.2978,"NA","7 vs 4","-",NA,"-",NA,"-",NA,"7 vs 4",1.3,"-",NA,"-",NA
"2719","AFG3L2",1.2976,"NA","90 vs 80","-",NA,"-",NA,"2 vs 4",0.91,"4 vs 4",1.05,"25 vs 18",1.25,"59 vs 54",1.09
"2720","PITX1",1.2971,"4","43 vs 37","-",NA,"-",NA,"-",NA,"14 vs 9",1.45,"27 vs 25",0.92,"2 vs 3",0.97
"2721","BRMS1",1.2971,"NA","97 vs 70","-",NA,"-",NA,"4 vs 1",1.19,"-",NA,"-",NA,"93 vs 69",1.09
"2722","COX6B1",1.297,"NA","23 vs 12","-",NA,"-",NA,"-",NA,"-",NA,"15 vs 7",1.23,"8 vs 5",1.06
"2723","GUSB",1.2969,"NA","90 vs 87","-",NA,"-",NA,"7 vs 4",1.09,"-",NA,"28 vs 20",1.27,"55 vs 63",0.94
"2724","CFI",1.2969,"NA","193 vs 180","-",NA,"-",NA,"5 vs 4",1.14,"-",NA,"-",NA,"188 vs 176",1.14
"2725","CRLF1",1.2968,"NA","95 vs 99","-",NA,"-",NA,"1 vs 4",0.85,"-",NA,"50 vs 36",1.83,"44 vs 59",0.83
"2726","SLC43A2",1.2966,"NA","133 vs 130","-",NA,"-",NA,"2 vs 1",1.02,"-",NA,"48 vs 35",1.62,"83 vs 94",0.79
"2727","PDP2",1.2964,"NA","125 vs 120","-",NA,"-",NA,"1 vs 3",0.83,"-",NA,"6 vs 5",1.06,"118 vs 112",1.47
"2728","PLA2G16",1.2964,"NA","40 vs 44","-",NA,"-",NA,"5 vs 1",1.68,"-",NA,"2 vs 5",0.91,"33 vs 38",0.85
"2729","VPS4B",1.2963,"NA","57 vs 40","-",NA,"-",NA,"0 vs 1",0.94,"3 vs 2",1.04,"17 vs 10",1.43,"37 vs 27",0.94
"2730","PLEKHG4",1.2963,"NA","395 vs 359","-",NA,"-",NA,"11 vs 5",1.33,"-",NA,"41 vs 40",1.02,"343 vs 314",0.95
"2731","ZNF239",1.2962,"NA","115 vs 105","-",NA,"-",NA,"12 vs 6",1.42,"-",NA,"-",NA,"103 vs 99",0.91
"2732","PAK1IP1",1.2959,"NA","61 vs 59","-",NA,"-",NA,"3 vs 2",1.09,"-",NA,"-",NA,"58 vs 57",1.18
"2733","DDX50",1.2957,"NA","82 vs 91","-",NA,"-",NA,"3 vs 2",1.06,"-",NA,"21 vs 17",1.32,"58 vs 72",0.93
"2734","NXF1",1.2954,"NA","89 vs 77","-",NA,"-",NA,"-",NA,"1 vs 0",1.17,"19 vs 12",1.32,"69 vs 65",0.84
"2735","PTPN5",1.2953,"NA","215 vs 202","-",NA,"-",NA,"1 vs 5",0.84,"-",NA,"54 vs 52",0.78,"160 vs 145",1.98
"2736","COG1",1.2953,"NA","226 vs 231","-",NA,"-",NA,"7 vs 4",1.11,"2 vs 0",1.36,"10 vs 8",1.1,"207 vs 219",0.78
"2737","PPP1R42",1.2947,"NA","33 vs 24","-",NA,"-",NA,"4 vs 4",1.01,"-",NA,"-",NA,"29 vs 20",1.28
"2738","HS2ST1",1.2945,"NA","30 vs 48","-",NA,"1 vs 0",1.49,"-",NA,"-",NA,"-",NA,"29 vs 48",0.87
"2739","CYP8B1",1.2943,"NA","144 vs 109","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"144 vs 109",1.29
"2740","DCAF12",1.2942,"NA","72 vs 73","-",NA,"-",NA,"0 vs 2",0.87,"-",NA,"14 vs 9",1.42,"58 vs 62",1.04
"2741","NEBL",1.2941,"NA","241 vs 238","-",NA,"-",NA,"27 vs 29",0.86,"3 vs 1",1.38,"-",NA,"211 vs 208",1.09
"2742","BCO2",1.2937,"NA","235 vs 183","-",NA,"-",NA,"17 vs 14",0.94,"-",NA,"-",NA,"218 vs 169",1.38
"2743","LRRK1",1.2938,"NA","484 vs 466","-",NA,"-",NA,"6 vs 7",0.91,"-",NA,"178 vs 154",2.35,"300 vs 305",0.6
"2744","BEND4",1.2937,"NA","85 vs 88","-",NA,"3 vs 1",1.69,"-",NA,"-",NA,"-",NA,"82 vs 87",0.77
"2745","FGFR3",1.2936,"NA","223 vs 192","-",NA,"-",NA,"3 vs 3",0.99,"7 vs 5",1.37,"13 vs 10",1.02,"200 vs 174",0.94
"2746","PRSS36",1.2934,"NA","231 vs 201","-",NA,"-",NA,"31 vs 25",0.76,"9 vs 8",0.75,"25 vs 19",1.13,"166 vs 149",2.01
"2747","DHRS9",1.2934,"NA","93 vs 70","-",NA,"-",NA,"6 vs 3",1.09,"-",NA,"-",NA,"87 vs 67",1.19
"2748","ZNF606",1.2933,"NA","140 vs 107","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"0 vs 1",0.97,"140 vs 105",1.43
"2749","ASB8",1.2932,"NA","50 vs 49","-",NA,"-",NA,"9 vs 5",1.25,"-",NA,"18 vs 21",0.99,"23 vs 23",1.05
"2750","INTS5",1.293,"NA","180 vs 170","-",NA,"3 vs 1",1.69,"-",NA,"-",NA,"71 vs 74",0.61,"106 vs 95",1.25
"2751","PIAS4",1.293,"NA","111 vs 104","-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"43 vs 44",1.19,"67 vs 59",1.12
"2752","MFAP3",1.293,"NA","126 vs 114","-",NA,"-",NA,"4 vs 1",1.25,"-",NA,"-",NA,"122 vs 113",1.04
"2753","C22orf31",1.2924,"NA","93 vs 71","-",NA,"-",NA,"-",NA,"-",NA,"-",NA,"93 vs 71",1.29
"2754","REEP4",1.2924,"NA","80 vs 73","-",NA,"-",NA,"4 vs 2",1.27,"-",NA,"-",NA,"76 vs 71",1.02
"2755","RRP9",1.2923,"NA","111 vs 105","-",NA,"-",NA,"5 vs 1",1.27,"-",NA,"51 vs 39",1.52,"55 vs 65",0.67
"2756","TRMT11",1.2922,"NA","115 vs 100","-",NA,"-",NA,"12 vs 13",1.07,"-",NA,"-",NA,"103 vs 87",1.21
"2757","WDR87",1.292,"NA","40 vs 32","-",NA,"-",NA,"40 vs 32",1.29,"-",NA,"-",NA,"-",NA
"2758","CCND3",1.2919,"NA","42 vs 35","-",NA,"-",NA,"-",NA,"1 vs 0",1.17,"16 vs 12",1,"25 vs 23",1.11
"2759","ASB4",1.2917,"NA","95 vs 107","-",NA,"-",NA,"7 vs 1",1.5,"-",NA,"-",NA,"88 vs 106",0.86
"2760","RHPN2",1.2915,"NA","41 vs 30","-",NA,"-",NA,"0 vs 1",0.94,"-",NA,"12 vs 11",1.05,"29 vs 18",1.31
"2761","CALCOCO1",1.2915,"NA","178 vs 158","-",NA,"-",NA,"5 vs 1",1.28,"-",NA,"-",NA,"173 vs 157",1.01
"2762","MAPK1",1.2914,"5","16 vs 10","-",NA,"-",NA,"-",NA,"1 vs 0",1.17,"15 vs 10",1.11,"-",NA
"2763","MGME1",1.2913,"NA","101 vs 91","-",NA,"-",NA,"5 vs 2",1.4,"-",NA,"-",NA,"96 vs 89",0.92
"2764","FGGY",1.2912,"NA","211 vs 198","-",NA,"-",NA,"22 vs 13",1.62,"-",NA,"-",NA,"189 vs 185",0.8
"2765","RASD1",1.2911,"5","64 vs 61","-",NA,"-",NA,"5 vs 1",1.39,"1 vs 2",0.81,"42 vs 39",1.19,"16 vs 19",0.97
"2766","PPP1R9A",1.2911,"NA","233 vs 237","-",NA,"-",NA,"1 vs 2",0.98,"-",NA,"-",NA,"232 vs 235",1.32
"2767","CHMP2A",1.291,"NA","37 vs 27","-",NA,"-",NA,"-",NA,"-",NA,"16 vs 11",1.13,"21 vs 16",1.14
